,chit,chit_id,p_recno,winning_aucn,duration,fman,surety_p_recno,n_surety,age,salary,sex,occupation,other_chits,surety_others,years_of_service,house_owner,land_owner,income_tax,insurance_policy,insurance_amount,res_pin,off_pin,chit_value,monthly_contribution,year
0,AB-002,AB-002-01,8381,19.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
1,AB-002,AB-002-02,8382,8.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
2,AB-002,AB-002-03,8382,18.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
3,AB-002,AB-002-04,8382,30.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
4,AB-002,AB-002-05,7363,7.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
5,AB-002,AB-002-06,8383,5.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
6,AB-002,AB-002-07,8383,6.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
7,AB-002,AB-002-08,4164,1.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
8,AB-002,AB-002-09,7364,24.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
9,AB-002,AB-002-10,7365,2.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
10,AB-002,AB-002-11,7371,26.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
11,AB-002,AB-002-12,8384,16.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
12,AB-002,AB-002-13,8521,23.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
13,AB-002,AB-002-14,8385,21.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
14,AB-002,AB-002-15,8386,20.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
15,AB-002,AB-002-16,8387,13.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
16,AB-002,AB-002-17,3805,4.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
17,AB-002,AB-002-18,310,28.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
18,AB-002,AB-002-19,310,29.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
19,AB-002,AB-002-20,8388,22.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
20,AB-002,AB-002-21,1455,3.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
21,AB-002,AB-002-22,8389,15.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
22,AB-002,AB-002-23,7419,27.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
23,AB-002,AB-002-24,8390,11.0,30.0,0.0,8814.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
24,AB-002,AB-002-24,8390,11.0,30.0,0.0,7982.0,5.0,37.0,6000.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
25,AB-002,AB-002-24,8390,11.0,30.0,0.0,8815.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
26,AB-002,AB-002-24,8390,11.0,30.0,0.0,8813.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
27,AB-002,AB-002-24,8390,11.0,30.0,0.0,8816.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
28,AB-002,AB-002-25,4134,12.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
29,AB-002,AB-002-26,160,25.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
30,AB-002,AB-002-27,399,9.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
31,AB-002,AB-002-28,8288,17.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
32,AB-002,AB-002-29,8391,14.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
33,AB-002,AB-002-30,8396,10.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
34,AB-003,AB-003-01,7359,8.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
35,AB-003,AB-003-02,8523,28.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
36,AB-003,AB-003-03,886,15.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
37,AB-003,AB-003-04,3813,21.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
38,AB-003,AB-003-05,8524,16.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
39,AB-003,AB-003-06,8525,13.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
40,AB-003,AB-003-07,7368,2.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
41,AB-003,AB-003-08,7364,18.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
42,AB-003,AB-003-09,7365,3.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
43,AB-003,AB-003-10,7365,6.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
44,AB-003,AB-003-11,3643,1.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
45,AB-003,AB-003-12,7363,12.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
46,AB-003,AB-003-13,8526,17.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
47,AB-003,AB-003-14,8527,14.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
48,AB-003,AB-003-15,7362,9.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
49,AB-003,AB-003-16,105,22.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
50,AB-003,AB-003-17,8528,30.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
51,AB-003,AB-003-18,7373,10.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
52,AB-003,AB-003-19,8529,4.0,30.0,0.0,8967.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
53,AB-003,AB-003-19,8529,4.0,30.0,0.0,8966.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
54,AB-003,AB-003-19,8529,4.0,30.0,0.0,8613.0,5.0,65.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
55,AB-003,AB-003-19,8529,4.0,30.0,0.0,8964.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
56,AB-003,AB-003-19,8529,4.0,30.0,0.0,8965.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
57,AB-003,AB-003-20,8530,25.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
58,AB-003,AB-003-21,8530,27.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
59,AB-003,AB-003-22,403,26.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
60,AB-003,AB-003-23,9145,29.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
61,AB-003,AB-003-24,8531,20.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
62,AB-003,AB-003-25,356,19.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
63,AB-003,AB-003-26,8533,24.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
64,AB-003,AB-003-27,8534,23.0,30.0,0.0,9463.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
65,AB-003,AB-003-27,8534,23.0,30.0,0.0,8533.0,3.0,45.0,,F,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
66,AB-003,AB-003-27,8534,23.0,30.0,0.0,9466.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
67,AB-003,AB-003-28,3699,7.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
68,AB-003,AB-003-29,8535,5.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
69,AB-003,AB-003-30,5623,11.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
70,AB-004,AB-004-01,8610,25.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
71,AB-004,AB-004-02,8610,27.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
72,AB-004,AB-004-03,8622,1.0,30.0,0.0,12213.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
73,AB-004,AB-004-03,8622,1.0,30.0,0.0,12210.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
74,AB-004,AB-004-03,8622,1.0,30.0,0.0,12211.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
75,AB-004,AB-004-03,8622,1.0,30.0,0.0,12209.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
76,AB-004,AB-004-03,8622,1.0,30.0,0.0,12212.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
77,AB-004,AB-004-03,8622,1.0,30.0,0.0,12214.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
78,AB-004,AB-004-04,8382,2.0,30.0,0.0,12215.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
79,AB-004,AB-004-04,8382,2.0,30.0,0.0,7374.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
80,AB-004,AB-004-04,8382,2.0,30.0,0.0,9462.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
81,AB-004,AB-004-04,8382,2.0,30.0,0.0,9460.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
82,AB-004,AB-004-04,8382,2.0,30.0,0.0,12216.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
83,AB-004,AB-004-04,8382,2.0,30.0,0.0,12217.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
84,AB-004,AB-004-05,8382,30.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
85,AB-004,AB-004-06,7363,3.0,30.0,0.0,12218.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
86,AB-004,AB-004-06,7363,3.0,30.0,0.0,11308.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
87,AB-004,AB-004-06,7363,3.0,30.0,0.0,11693.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
88,AB-004,AB-004-07,7363,5.0,30.0,0.0,961.0,4.0,51.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
89,AB-004,AB-004-07,7363,5.0,30.0,0.0,11695.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
90,AB-004,AB-004-07,7363,5.0,30.0,0.0,12219.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
91,AB-004,AB-004-07,7363,5.0,30.0,0.0,11693.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
92,AB-004,AB-004-08,8622,16.0,30.0,0.0,12210.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
93,AB-004,AB-004-08,8622,16.0,30.0,0.0,12213.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
94,AB-004,AB-004-08,8622,16.0,30.0,0.0,12209.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
95,AB-004,AB-004-09,8611,26.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
96,AB-004,AB-004-10,8611,29.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
97,AB-004,AB-004-11,2528,9.0,30.0,0.0,12220.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
98,AB-004,AB-004-11,2528,9.0,30.0,0.0,12221.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
99,AB-004,AB-004-11,2528,9.0,30.0,0.0,4164.0,4.0,47.0,3500.0,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
100,AB-004,AB-004-11,2528,9.0,30.0,0.0,7365.0,4.0,,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
101,AB-004,AB-004-12,8612,4.0,30.0,0.0,12222.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
102,AB-004,AB-004-12,8612,4.0,30.0,0.0,12223.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
103,AB-004,AB-004-12,8612,4.0,30.0,0.0,3963.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
104,AB-004,AB-004-12,8612,4.0,30.0,0.0,2528.0,4.0,45.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
105,AB-004,AB-004-13,7371,24.0,30.0,0.0,7365.0,3.0,,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
106,AB-004,AB-004-13,7371,24.0,30.0,0.0,7369.0,3.0,42.0,,F,HW,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
107,AB-004,AB-004-13,7371,24.0,30.0,0.0,7370.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
108,AB-004,AB-004-14,8613,14.0,30.0,0.0,12226.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
109,AB-004,AB-004-14,8613,14.0,30.0,0.0,12227.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
110,AB-004,AB-004-14,8613,14.0,30.0,0.0,8529.0,5.0,35.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
111,AB-004,AB-004-14,8613,14.0,30.0,0.0,12225.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
112,AB-004,AB-004-14,8613,14.0,30.0,0.0,12224.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
113,AB-004,AB-004-15,8614,12.0,30.0,0.0,12144.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
114,AB-004,AB-004-15,8614,12.0,30.0,0.0,12228.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
115,AB-004,AB-004-15,8614,12.0,30.0,0.0,12230.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
116,AB-004,AB-004-15,8614,12.0,30.0,0.0,12229.0,4.0,36.0,8000.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
117,AB-004,AB-004-16,8615,10.0,30.0,0.0,12234.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
118,AB-004,AB-004-16,8615,10.0,30.0,0.0,398.0,5.0,44.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
119,AB-004,AB-004-16,8615,10.0,30.0,0.0,12231.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
120,AB-004,AB-004-16,8615,10.0,30.0,0.0,12233.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
121,AB-004,AB-004-16,8615,10.0,30.0,0.0,12232.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
122,AB-004,AB-004-17,4122,7.0,30.0,0.0,1935.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
123,AB-004,AB-004-17,4122,7.0,30.0,0.0,698.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
124,AB-004,AB-004-17,4122,7.0,30.0,0.0,291.0,4.0,,,M,,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
125,AB-004,AB-004-17,4122,7.0,30.0,0.0,1901.0,4.0,34.0,5000.0,F,SE,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
126,AB-004,AB-004-18,4122,8.0,30.0,0.0,291.0,4.0,,,M,,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
127,AB-004,AB-004-18,4122,8.0,30.0,0.0,1901.0,4.0,34.0,5000.0,F,SE,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
128,AB-004,AB-004-18,4122,8.0,30.0,0.0,698.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
129,AB-004,AB-004-18,4122,8.0,30.0,0.0,4134.0,4.0,40.0,,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
130,AB-004,AB-004-19,399,15.0,30.0,0.0,291.0,4.0,,,M,,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
131,AB-004,AB-004-19,399,15.0,30.0,0.0,4134.0,4.0,40.0,,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
132,AB-004,AB-004-19,399,15.0,30.0,0.0,1901.0,4.0,34.0,5000.0,F,SE,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
133,AB-004,AB-004-19,399,15.0,30.0,0.0,698.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
134,AB-004,AB-004-20,8616,19.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
135,AB-004,AB-004-21,7361,20.0,30.0,0.0,12207.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
136,AB-004,AB-004-21,7361,20.0,30.0,0.0,12208.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
137,AB-004,AB-004-21,7361,20.0,30.0,0.0,12206.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
138,AB-004,AB-004-22,9148,18.0,30.0,0.0,12236.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
139,AB-004,AB-004-22,9148,18.0,30.0,0.0,8526.0,3.0,45.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
140,AB-004,AB-004-22,9148,18.0,30.0,0.0,12237.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
141,AB-004,AB-004-23,403,21.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
142,AB-004,AB-004-24,403,22.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
143,AB-004,AB-004-25,8618,28.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
144,AB-004,AB-004-26,8619,23.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
145,AB-004,AB-004-27,8620,17.0,30.0,0.0,7740.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
146,AB-004,AB-004-27,8620,17.0,30.0,0.0,12235.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
147,AB-004,AB-004-27,8620,17.0,30.0,0.0,2100.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
148,AB-004,AB-004-28,9083,11.0,30.0,0.0,8287.0,1.0,,,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,1999.0
149,AB-004,AB-004-29,9084,13.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,1999.0
150,AB-004,AB-004-30,8621,6.0,30.0,0.0,12242.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
151,AB-004,AB-004-30,8621,6.0,30.0,0.0,12241.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
152,AB-004,AB-004-30,8621,6.0,30.0,0.0,12240.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
153,AB-004,AB-004-30,8621,6.0,30.0,0.0,12239.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
154,AB-004,AB-004-30,8621,6.0,30.0,0.0,12238.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,1999.0
155,AB-005,AB-005-01,8615,4.0,30.0,0.0,12231.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
156,AB-005,AB-005-01,8615,4.0,30.0,0.0,398.0,6.0,44.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
157,AB-005,AB-005-01,8615,4.0,30.0,0.0,12233.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
158,AB-005,AB-005-01,8615,4.0,30.0,0.0,12234.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
159,AB-005,AB-005-01,8615,4.0,30.0,0.0,12232.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
160,AB-005,AB-005-01,8615,4.0,30.0,0.0,12578.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
161,AB-005,AB-005-02,1455,27.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
162,AB-005,AB-005-03,1,30.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
163,AB-005,AB-005-04,9398,24.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
164,AB-005,AB-005-05,9453,28.0,30.0,0.0,8287.0,1.0,,,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
165,AB-005,AB-005-05,9453,28.0,30.0,0.0,8287.0,1.0,,,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
166,AB-005,AB-005-06,9454,22.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
167,AB-005,AB-005-07,3051,11.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
168,AB-005,AB-005-08,4838,16.0,30.0,0.0,9907.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
169,AB-005,AB-005-08,4838,16.0,30.0,0.0,4892.0,4.0,40.0,12000.0,M,GS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
170,AB-005,AB-005-08,4838,16.0,30.0,0.0,9908.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
171,AB-005,AB-005-08,4838,16.0,30.0,0.0,9909.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
172,AB-005,AB-005-09,8531,21.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
173,AB-005,AB-005-10,3813,13.0,30.0,0.0,12213.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
174,AB-005,AB-005-10,3813,13.0,30.0,0.0,2528.0,3.0,45.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
175,AB-005,AB-005-10,3813,13.0,30.0,0.0,7365.0,3.0,,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
176,AB-005,AB-005-11,9399,10.0,30.0,0.0,12213.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
177,AB-005,AB-005-11,9399,10.0,30.0,0.0,2528.0,4.0,45.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
178,AB-005,AB-005-11,9399,10.0,30.0,0.0,7853.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
179,AB-005,AB-005-11,9399,10.0,30.0,0.0,13122.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
180,AB-005,AB-005-12,7369,25.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
181,AB-005,AB-005-13,7371,29.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
182,AB-005,AB-005-14,9400,3.0,30.0,0.0,12272.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
183,AB-005,AB-005-14,9400,3.0,30.0,0.0,12222.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
184,AB-005,AB-005-14,9400,3.0,30.0,0.0,3963.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
185,AB-005,AB-005-14,9400,3.0,30.0,0.0,12271.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
186,AB-005,AB-005-15,9401,5.0,30.0,0.0,7365.0,4.0,,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
187,AB-005,AB-005-15,9401,5.0,30.0,0.0,12220.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
188,AB-005,AB-005-15,9401,5.0,30.0,0.0,7853.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
189,AB-005,AB-005-15,9401,5.0,30.0,0.0,2528.0,4.0,45.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
190,AB-005,AB-005-16,8385,9.0,30.0,0.0,12579.0,4.0,42.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
191,AB-005,AB-005-16,8385,9.0,30.0,0.0,12214.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
192,AB-005,AB-005-16,8385,9.0,30.0,0.0,12213.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
193,AB-005,AB-005-16,8385,9.0,30.0,0.0,12580.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
194,AB-005,AB-005-17,8385,14.0,30.0,0.0,12580.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
195,AB-005,AB-005-17,8385,14.0,30.0,0.0,7853.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
196,AB-005,AB-005-17,8385,14.0,30.0,0.0,13123.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
197,AB-005,AB-005-17,8385,14.0,30.0,0.0,12213.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
198,AB-005,AB-005-18,9402,2.0,30.0,0.0,2528.0,5.0,45.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
199,AB-005,AB-005-18,9402,2.0,30.0,0.0,12276.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
200,AB-005,AB-005-18,9402,2.0,30.0,0.0,12273.0,5.0,36.0,18000.0,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
