,chit,chit_id,p_recno,winning_aucn,duration,fman,surety_p_recno,n_surety,age,salary,sex,occupation,other_chits,surety_others,years_of_service,house_owner,land_owner,income_tax,insurance_policy,insurance_amount,res_pin,off_pin,chit_value,monthly_contribution,year
15818,W-057,W-057-19,16561,34.0,40.0,0.0,423.0,1.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15819,W-057,W-057-20,16562,38.0,40.0,0.0,,,,,,,,,,,,,,,,,100000.0,2500.0,2003.0
15820,W-057,W-057-21,16563,35.0,40.0,0.0,423.0,1.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15821,W-057,W-057-22,16564,32.0,40.0,0.0,18006.0,1.0,29.0,,M,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15822,W-057,W-057-22,16564,32.0,40.0,0.0,18006.0,1.0,29.0,,M,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15823,W-057,W-057-23,129,40.0,40.0,0.0,,,,,,,,,,,,,,,,,100000.0,2500.0,2003.0
15824,W-057,W-057-24,177,29.0,40.0,0.0,207.0,1.0,60.0,5000.0,F,HW,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15825,W-057,W-057-24,177,29.0,40.0,0.0,207.0,1.0,60.0,5000.0,F,HW,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15826,W-057,W-057-24,177,29.0,40.0,0.0,207.0,1.0,60.0,5000.0,F,HW,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15827,W-057,W-057-24,177,29.0,40.0,0.0,207.0,1.0,60.0,5000.0,F,HW,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15828,W-057,W-057-24,177,29.0,40.0,0.0,207.0,1.0,60.0,5000.0,F,HW,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15829,W-057,W-057-24,177,29.0,40.0,0.0,207.0,1.0,60.0,5000.0,F,HW,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15830,W-057,W-057-24,177,29.0,40.0,0.0,207.0,1.0,60.0,5000.0,F,HW,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15831,W-057,W-057-25,39,18.0,40.0,0.0,8935.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15832,W-057,W-057-25,39,18.0,40.0,0.0,17799.0,3.0,32.0,6200.0,M,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15833,W-057,W-057-25,39,18.0,40.0,0.0,8934.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15834,W-057,W-057-26,15249,16.0,40.0,0.0,15248.0,2.0,57.0,7500.0,M,P,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15835,W-057,W-057-26,15249,16.0,40.0,0.0,15247.0,2.0,55.0,15000.0,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15836,W-057,W-057-27,4811,36.0,40.0,0.0,,,,,,,,,,,,,,,,,100000.0,2500.0,2003.0
15837,W-057,W-057-28,12702,37.0,40.0,0.0,,,,,,,,,,,,,,,,,100000.0,2500.0,2003.0
15838,W-057,W-057-29,16630,8.0,40.0,0.0,2529.0,5.0,30.0,20000.0,M,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15839,W-057,W-057-29,16630,8.0,40.0,0.0,14397.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15840,W-057,W-057-29,16630,8.0,40.0,0.0,17397.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15841,W-057,W-057-29,16630,8.0,40.0,0.0,17398.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15842,W-057,W-057-29,16630,8.0,40.0,0.0,16645.0,5.0,22.0,5500.0,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15843,W-057,W-057-30,9186,10.0,40.0,0.0,306.0,4.0,59.0,25000.0,M,SE,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15844,W-057,W-057-30,9186,10.0,40.0,0.0,17620.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15845,W-057,W-057-30,9186,10.0,40.0,0.0,5019.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15846,W-057,W-057-30,9186,10.0,40.0,0.0,3330.0,4.0,31.0,3000.0,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15847,W-057,W-057-31,1025,25.0,40.0,0.0,5993.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15848,W-057,W-057-31,1025,25.0,40.0,0.0,4586.0,3.0,29.0,6600.0,M,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15849,W-057,W-057-31,1025,25.0,40.0,0.0,19127.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15850,W-057,W-057-32,15552,3.0,40.0,0.0,3348.0,1.0,54.0,21150.0,M,PS,1.0,1.0,,,,,1.0,,,,100000.0,2500.0,2003.0
15851,W-057,W-057-33,11956,5.0,40.0,0.0,2280.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15852,W-057,W-057-33,11956,5.0,40.0,0.0,17422.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15853,W-057,W-057-33,11956,5.0,40.0,0.0,12883.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15854,W-057,W-057-33,11956,5.0,40.0,0.0,456.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15855,W-057,W-057-33,11956,5.0,40.0,0.0,9326.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15856,W-057,W-057-34,8563,11.0,40.0,0.0,17667.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15857,W-057,W-057-34,8563,11.0,40.0,0.0,17668.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15858,W-057,W-057-34,8563,11.0,40.0,0.0,13081.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15859,W-057,W-057-35,4728,31.0,40.0,0.0,,,,,,,,,,,,,,,,,100000.0,2500.0,2003.0
15860,W-057,W-057-36,15821,30.0,40.0,0.0,13986.0,3.0,,4519.0,M,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15861,W-057,W-057-36,15821,30.0,40.0,0.0,15568.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15862,W-057,W-057-36,15821,30.0,40.0,0.0,2622.0,3.0,30.0,,M,,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15863,W-057,W-057-37,9169,12.0,40.0,0.0,4826.0,3.0,50.0,8000.0,M,HW,1.0,1.0,,,,,,,,,100000.0,2500.0,2003.0
15864,W-057,W-057-37,9169,12.0,40.0,0.0,13636.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15865,W-057,W-057-37,9169,12.0,40.0,0.0,17792.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15866,W-057,W-057-38,13637,19.0,40.0,0.0,18547.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15867,W-057,W-057-38,13637,19.0,40.0,0.0,18548.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15868,W-057,W-057-38,13637,19.0,40.0,0.0,18549.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2003.0
15869,W-057,W-057-39,3641,33.0,40.0,0.0,,,,,,,,,,,,,,,,,100000.0,2500.0,2003.0
15870,W-057,W-057-40,1,1.0,40.0,1.0,,0.0,,,,,,,,,,,,,,,100000.0,2500.0,2003.0
15871,W-058,W-058-01,16708,13.0,40.0,0.0,18044.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15872,W-058,W-058-01,16708,13.0,40.0,0.0,9239.0,4.0,47.0,,M,B,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15873,W-058,W-058-01,16708,13.0,40.0,0.0,5885.0,4.0,40.0,11000.0,F,GS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15874,W-058,W-058-01,16708,13.0,40.0,0.0,18043.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15875,W-058,W-058-02,16709,30.0,40.0,0.0,,,,,,,,,,,,,,,,,100000.0,2500.0,2004.0
15876,W-058,W-058-03,16710,8.0,40.0,0.0,,,,,,,,,,,,,1.0,,,,100000.0,2500.0,2004.0
15877,W-058,W-058-04,16711,5.0,40.0,0.0,12473.0,5.0,35.0,,M,P,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15878,W-058,W-058-04,16711,5.0,40.0,0.0,17278.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15879,W-058,W-058-04,16711,5.0,40.0,0.0,17280.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15880,W-058,W-058-04,16711,5.0,40.0,0.0,6213.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15881,W-058,W-058-04,16711,5.0,40.0,0.0,12473.0,5.0,35.0,,M,P,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15882,W-058,W-058-04,16711,5.0,40.0,0.0,17279.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15883,W-058,W-058-04,16711,5.0,40.0,0.0,12473.0,5.0,35.0,,M,P,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15884,W-058,W-058-05,16712,18.0,40.0,0.0,18685.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15885,W-058,W-058-05,16712,18.0,40.0,0.0,15247.0,4.0,55.0,15000.0,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15886,W-058,W-058-05,16712,18.0,40.0,0.0,18687.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15887,W-058,W-058-05,16712,18.0,40.0,0.0,18686.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15888,W-058,W-058-06,9295,21.0,40.0,0.0,,,,,,,,,,,,,,,,,100000.0,2500.0,2004.0
15889,W-058,W-058-07,13518,35.0,40.0,0.0,,,,,,,,,,,,,,,,,100000.0,2500.0,2004.0
15890,W-058,W-058-08,9052,24.0,40.0,0.0,17246.0,4.0,31.0,,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15891,W-058,W-058-08,9052,24.0,40.0,0.0,15979.0,4.0,28.0,,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15892,W-058,W-058-08,9052,24.0,40.0,0.0,9053.0,4.0,57.0,15000.0,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15893,W-058,W-058-08,9052,24.0,40.0,0.0,17247.0,4.0,38.0,,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15894,W-058,W-058-09,9052,31.0,40.0,0.0,19852.0,2.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15895,W-058,W-058-09,9052,31.0,40.0,0.0,17246.0,2.0,31.0,,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15896,W-058,W-058-10,16713,26.0,40.0,0.0,19358.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15897,W-058,W-058-10,16713,26.0,40.0,0.0,19360.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15898,W-058,W-058-10,16713,26.0,40.0,0.0,19359.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15899,W-058,W-058-11,3124,38.0,40.0,0.0,,,,,,,,,,,,,,,,,100000.0,2500.0,2004.0
15900,W-058,W-058-12,16815,4.0,40.0,0.0,17170.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15901,W-058,W-058-12,16815,4.0,40.0,0.0,3066.0,5.0,53.0,3000.0,F,HW,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15902,W-058,W-058-12,16815,4.0,40.0,0.0,17168.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15903,W-058,W-058-12,16815,4.0,40.0,0.0,17169.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15904,W-058,W-058-12,16815,4.0,40.0,0.0,17167.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15905,W-058,W-058-13,13442,15.0,40.0,0.0,2180.0,4.0,50.0,5500.0,M,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15906,W-058,W-058-13,13442,15.0,40.0,0.0,14472.0,4.0,43.0,4300.0,M,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15907,W-058,W-058-13,13442,15.0,40.0,0.0,5515.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15908,W-058,W-058-13,13442,15.0,40.0,0.0,18229.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15909,W-058,W-058-14,16715,14.0,40.0,0.0,15173.0,3.0,,,M,B,1.0,1.0,,,,,1.0,,,,100000.0,2500.0,2004.0
15910,W-058,W-058-14,16715,14.0,40.0,0.0,11973.0,3.0,,,M,,1.0,1.0,,,,,1.0,,,,100000.0,2500.0,2004.0
15911,W-058,W-058-14,16715,14.0,40.0,0.0,15173.0,3.0,,,M,B,1.0,1.0,,,,,1.0,,,,100000.0,2500.0,2004.0
15912,W-058,W-058-14,16715,14.0,40.0,0.0,15173.0,3.0,,,M,B,1.0,1.0,,,,,1.0,,,,100000.0,2500.0,2004.0
15913,W-058,W-058-14,16715,14.0,40.0,0.0,15173.0,3.0,,,M,B,1.0,1.0,,,,,1.0,,,,100000.0,2500.0,2004.0
15914,W-058,W-058-14,16715,14.0,40.0,0.0,15173.0,3.0,,,M,B,1.0,1.0,,,,,1.0,,,,100000.0,2500.0,2004.0
15915,W-058,W-058-14,16715,14.0,40.0,0.0,15173.0,3.0,,,M,B,1.0,1.0,,,,,1.0,,,,100000.0,2500.0,2004.0
15916,W-058,W-058-14,16715,14.0,40.0,0.0,15173.0,3.0,,,M,B,1.0,1.0,,,,,1.0,,,,100000.0,2500.0,2004.0
15917,W-058,W-058-14,16715,14.0,40.0,0.0,17689.0,3.0,19.0,,F,SE,1.0,1.0,,,,,1.0,,,,100000.0,2500.0,2004.0
15918,W-058,W-058-15,9213,20.0,40.0,0.0,9035.0,3.0,47.0,4000.0,M,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15919,W-058,W-058-15,9213,20.0,40.0,0.0,204.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15920,W-058,W-058-15,9213,20.0,40.0,0.0,17391.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15921,W-058,W-058-16,8543,28.0,40.0,0.0,19523.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15922,W-058,W-058-16,8543,28.0,40.0,0.0,19525.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15923,W-058,W-058-16,8543,28.0,40.0,0.0,19524.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15924,W-058,W-058-17,5885,10.0,40.0,0.0,9239.0,5.0,47.0,,M,B,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15925,W-058,W-058-17,5885,10.0,40.0,0.0,17842.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15926,W-058,W-058-17,5885,10.0,40.0,0.0,13875.0,5.0,43.0,,M,GS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15927,W-058,W-058-17,5885,10.0,40.0,0.0,11810.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15928,W-058,W-058-17,5885,10.0,40.0,0.0,12421.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15929,W-058,W-058-18,9054,25.0,40.0,0.0,,,,,,,,,,,,,1.0,,,,100000.0,2500.0,2004.0
15930,W-058,W-058-19,16716,2.0,40.0,0.0,13108.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15931,W-058,W-058-19,16716,2.0,40.0,0.0,15213.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15932,W-058,W-058-19,16716,2.0,40.0,0.0,3312.0,5.0,52.0,4000.0,M,GS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15933,W-058,W-058-19,16716,2.0,40.0,0.0,17000.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15934,W-058,W-058-19,16716,2.0,40.0,0.0,17001.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15935,W-058,W-058-20,16716,19.0,40.0,0.0,17000.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15936,W-058,W-058-20,16716,19.0,40.0,0.0,15213.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15937,W-058,W-058-20,16716,19.0,40.0,0.0,11937.0,4.0,51.0,,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15938,W-058,W-058-20,16716,19.0,40.0,0.0,17001.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15939,W-058,W-058-21,16717,16.0,40.0,0.0,6470.0,3.0,56.0,8300.0,F,GS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15940,W-058,W-058-21,16717,16.0,40.0,0.0,3312.0,3.0,52.0,4000.0,M,GS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15941,W-058,W-058-21,16717,16.0,40.0,0.0,2922.0,3.0,50.0,12780.0,M,GS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15942,W-058,W-058-22,16718,22.0,40.0,0.0,4191.0,3.0,56.0,13564.0,F,GS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15943,W-058,W-058-22,16718,22.0,40.0,0.0,6470.0,3.0,56.0,8300.0,F,GS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15944,W-058,W-058-22,16718,22.0,40.0,0.0,5056.0,3.0,22.0,3950.0,M,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15945,W-058,W-058-23,2922,17.0,40.0,0.0,18648.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15946,W-058,W-058-23,2922,17.0,40.0,0.0,18649.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15947,W-058,W-058-23,2922,17.0,40.0,0.0,18650.0,3.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15948,W-058,W-058-24,3500,37.0,40.0,0.0,,,,,,,,,,,,,,,,,100000.0,2500.0,2004.0
15949,W-058,W-058-25,16719,36.0,40.0,0.0,,,,,,,,,,,,,,,,,100000.0,2500.0,2004.0
15950,W-058,W-058-26,16720,7.0,40.0,0.0,17603.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15951,W-058,W-058-26,16720,7.0,40.0,0.0,17604.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15952,W-058,W-058-26,16720,7.0,40.0,0.0,17605.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15953,W-058,W-058-26,16720,7.0,40.0,0.0,17606.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15954,W-058,W-058-27,17237,39.0,40.0,0.0,,,,,,,,,,,,,,,,,100000.0,2500.0,2004.0
15955,W-058,W-058-28,16722,27.0,40.0,0.0,9422.0,1.0,49.0,8000.0,M,B,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15956,W-058,W-058-29,139,33.0,40.0,0.0,,,,,,,,,,,,,,,,,100000.0,2500.0,2004.0
15957,W-058,W-058-30,8467,23.0,40.0,0.0,,,,,,,,,,,,,,,,,100000.0,2500.0,2004.0
15958,W-058,W-058-31,16728,11.0,40.0,0.0,17829.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15959,W-058,W-058-31,16728,11.0,40.0,0.0,17831.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15960,W-058,W-058-31,16728,11.0,40.0,0.0,17828.0,5.0,61.0,6000.0,F,R,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15961,W-058,W-058-31,16728,11.0,40.0,0.0,17827.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15962,W-058,W-058-31,16728,11.0,40.0,0.0,17830.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15963,W-058,W-058-32,16725,3.0,40.0,0.0,1493.0,6.0,45.0,7200.0,M,GS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15964,W-058,W-058-32,16725,3.0,40.0,0.0,4375.0,6.0,46.0,12700.0,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15965,W-058,W-058-32,16725,3.0,40.0,0.0,2116.0,6.0,43.0,12000.0,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15966,W-058,W-058-32,16725,3.0,40.0,0.0,884.0,6.0,55.0,,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15967,W-058,W-058-32,16725,3.0,40.0,0.0,79.0,6.0,50.0,6550.0,M,GS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15968,W-058,W-058-32,16725,3.0,40.0,0.0,884.0,6.0,55.0,,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15969,W-058,W-058-32,16725,3.0,40.0,0.0,3066.0,6.0,53.0,3000.0,F,HW,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15970,W-058,W-058-32,16725,3.0,40.0,0.0,884.0,6.0,55.0,,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15971,W-058,W-058-32,16725,3.0,40.0,0.0,884.0,6.0,55.0,,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15972,W-058,W-058-32,16725,3.0,40.0,0.0,884.0,6.0,55.0,,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15973,W-058,W-058-33,16726,40.0,40.0,0.0,,,,,,,,,,,,,,,,,100000.0,2500.0,2004.0
15974,W-058,W-058-34,7426,9.0,40.0,0.0,3606.0,4.0,29.0,13000.0,M,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15975,W-058,W-058-34,7426,9.0,40.0,0.0,13755.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15976,W-058,W-058-34,7426,9.0,40.0,0.0,7427.0,4.0,41.0,5250.0,M,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15977,W-058,W-058-34,7426,9.0,40.0,0.0,15095.0,4.0,43.0,12500.0,M,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15978,W-058,W-058-35,16727,6.0,40.0,0.0,2937.0,5.0,52.0,30000.0,M,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15979,W-058,W-058-35,16727,6.0,40.0,0.0,13552.0,5.0,40.0,,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15980,W-058,W-058-35,16727,6.0,40.0,0.0,9288.0,5.0,60.0,,M,R,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15981,W-058,W-058-35,16727,6.0,40.0,0.0,15263.0,5.0,40.0,25000.0,M,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15982,W-058,W-058-35,16727,6.0,40.0,0.0,16326.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15983,W-058,W-058-36,4097,29.0,40.0,0.0,3892.0,2.0,51.0,11000.0,M,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15984,W-058,W-058-36,4097,29.0,40.0,0.0,3066.0,2.0,53.0,3000.0,F,HW,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15985,W-058,W-058-37,3892,34.0,40.0,0.0,4097.0,1.0,50.0,14956.0,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15986,W-058,W-058-38,712,32.0,40.0,0.0,,,,,,,,,,,,,,,,,100000.0,2500.0,2004.0
15987,W-058,W-058-39,6066,12.0,40.0,0.0,18269.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15988,W-058,W-058-39,6066,12.0,40.0,0.0,13596.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15989,W-058,W-058-39,6066,12.0,40.0,0.0,15723.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15990,W-058,W-058-39,6066,12.0,40.0,0.0,18268.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15991,W-058,W-058-39,6066,12.0,40.0,0.0,18271.0,5.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15992,W-058,W-058-40,1,1.0,40.0,1.0,,0.0,,,,,,,,,,,,,,,100000.0,2500.0,2004.0
15993,W-059,W-059-01,8928,23.0,40.0,0.0,11707.0,2.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15994,W-059,W-059-01,8928,23.0,40.0,0.0,1680.0,2.0,50.0,3100.0,M,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15995,W-059,W-059-02,16885,15.0,40.0,0.0,12345.0,4.0,49.0,13900.0,F,PS,1.0,1.0,,,,,,,,,100000.0,2500.0,2004.0
15996,W-059,W-059-02,16885,15.0,40.0,0.0,4433.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15997,W-059,W-059-02,16885,15.0,40.0,0.0,18472.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15998,W-059,W-059-02,16885,15.0,40.0,0.0,18471.0,4.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
15999,W-059,W-059-03,4307,28.0,40.0,0.0,,,,,,,,,,,,,1.0,,,,100000.0,2500.0,2004.0
16000,W-059,W-059-04,4307,29.0,40.0,0.0,13978.0,1.0,31.0,14000.0,M,P,1.0,1.0,,,,,1.0,,,,100000.0,2500.0,2004.0
16001,W-059,W-059-05,16886,36.0,40.0,0.0,20431.0,1.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
16002,W-059,W-059-06,11152,6.0,40.0,0.0,20592.0,6.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
16003,W-059,W-059-06,11152,6.0,40.0,0.0,20591.0,6.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
16004,W-059,W-059-06,11152,6.0,40.0,0.0,12309.0,6.0,,,,,0.0,0.0,,,,,,,,,100000.0,2500.0,2004.0
