,chit_id,p_recno,collateral,chit_value,duration,monthly_contribution,year
0,AB-002-01,8381,,90000.0,30.0,3000.0,1999.0
1,AB-002-02,8382,,90000.0,30.0,3000.0,1999.0
2,AB-002-03,8382,,90000.0,30.0,3000.0,1999.0
3,AB-002-04,8382,,90000.0,30.0,3000.0,1999.0
4,AB-002-05,7363,,90000.0,30.0,3000.0,1999.0
5,AB-002-06,8383,,90000.0,30.0,3000.0,1999.0
6,AB-002-07,8383,,90000.0,30.0,3000.0,1999.0
7,AB-002-08,4164,,90000.0,30.0,3000.0,1999.0
8,AB-002-09,7364,,90000.0,30.0,3000.0,1999.0
9,AB-002-10,7365,,90000.0,30.0,3000.0,1999.0
10,AB-002-11,7371,,90000.0,30.0,3000.0,1999.0
11,AB-002-12,8384,,90000.0,30.0,3000.0,1999.0
12,AB-002-13,8521,,90000.0,30.0,3000.0,1999.0
13,AB-002-14,8385,,90000.0,30.0,3000.0,1999.0
14,AB-002-15,8386,,90000.0,30.0,3000.0,1999.0
15,AB-002-16,8387,,90000.0,30.0,3000.0,1999.0
16,AB-002-17,3805,,90000.0,30.0,3000.0,1999.0
17,AB-002-18,310,,90000.0,30.0,3000.0,1999.0
18,AB-002-19,310,,90000.0,30.0,3000.0,1999.0
19,AB-002-20,8388,,90000.0,30.0,3000.0,1999.0
20,AB-002-21,1455,,90000.0,30.0,3000.0,1999.0
21,AB-002-22,8389,,90000.0,30.0,3000.0,1999.0
22,AB-002-23,7419,,90000.0,30.0,3000.0,1999.0
23,AB-002-24,8390,,90000.0,30.0,3000.0,1999.0
24,AB-002-25,4134,,90000.0,30.0,3000.0,1999.0
25,AB-002-26,160,,90000.0,30.0,3000.0,1999.0
26,AB-002-27,399,,90000.0,30.0,3000.0,1999.0
27,AB-002-28,8288,,90000.0,30.0,3000.0,1999.0
28,AB-002-29,8391,,90000.0,30.0,3000.0,1999.0
29,AB-002-30,8396,,90000.0,30.0,3000.0,1999.0
30,AB-003-01,7359,,90000.0,30.0,3000.0,1999.0
31,AB-003-02,8523,,90000.0,30.0,3000.0,1999.0
32,AB-003-03,886,,90000.0,30.0,3000.0,1999.0
33,AB-003-04,3813,,90000.0,30.0,3000.0,1999.0
34,AB-003-05,8524,,90000.0,30.0,3000.0,1999.0
35,AB-003-06,8525,,90000.0,30.0,3000.0,1999.0
36,AB-003-07,7368,,90000.0,30.0,3000.0,1999.0
37,AB-003-08,7364,,90000.0,30.0,3000.0,1999.0
38,AB-003-09,7365,,90000.0,30.0,3000.0,1999.0
39,AB-003-10,7365,,90000.0,30.0,3000.0,1999.0
40,AB-003-11,3643,,90000.0,30.0,3000.0,1999.0
41,AB-003-12,7363,,90000.0,30.0,3000.0,1999.0
42,AB-003-13,8526,,90000.0,30.0,3000.0,1999.0
43,AB-003-14,8527,,90000.0,30.0,3000.0,1999.0
44,AB-003-15,7362,,90000.0,30.0,3000.0,1999.0
45,AB-003-16,105,,90000.0,30.0,3000.0,1999.0
46,AB-003-17,8528,,90000.0,30.0,3000.0,1999.0
47,AB-003-18,7373,,90000.0,30.0,3000.0,1999.0
48,AB-003-19,8529,,90000.0,30.0,3000.0,1999.0
49,AB-003-20,8530,,90000.0,30.0,3000.0,1999.0
50,AB-003-21,8530,,90000.0,30.0,3000.0,1999.0
51,AB-003-22,403,,90000.0,30.0,3000.0,1999.0
52,AB-003-23,9145,,90000.0,30.0,3000.0,1999.0
53,AB-003-24,8531,,90000.0,30.0,3000.0,1999.0
54,AB-003-25,356,,90000.0,30.0,3000.0,1999.0
55,AB-003-26,8533,,90000.0,30.0,3000.0,1999.0
56,AB-003-27,8534,,90000.0,30.0,3000.0,1999.0
57,AB-003-28,3699,,90000.0,30.0,3000.0,1999.0
58,AB-003-29,8535,,90000.0,30.0,3000.0,1999.0
59,AB-003-30,5623,,90000.0,30.0,3000.0,1999.0
60,AB-004-01,8610,,90000.0,30.0,3000.0,1999.0
61,AB-004-02,8610,,90000.0,30.0,3000.0,1999.0
62,AB-004-03,8622,,90000.0,30.0,3000.0,1999.0
63,AB-004-04,8382,,90000.0,30.0,3000.0,1999.0
64,AB-004-05,8382,,90000.0,30.0,3000.0,1999.0
65,AB-004-06,7363,,90000.0,30.0,3000.0,1999.0
66,AB-004-07,7363,,90000.0,30.0,3000.0,1999.0
67,AB-004-08,8622,,90000.0,30.0,3000.0,1999.0
68,AB-004-09,8611,,90000.0,30.0,3000.0,1999.0
69,AB-004-10,8611,,90000.0,30.0,3000.0,1999.0
70,AB-004-11,2528,,90000.0,30.0,3000.0,1999.0
71,AB-004-12,8612,,90000.0,30.0,3000.0,1999.0
72,AB-004-13,7371,,90000.0,30.0,3000.0,1999.0
73,AB-004-14,8613,,90000.0,30.0,3000.0,1999.0
74,AB-004-15,8614,,90000.0,30.0,3000.0,1999.0
75,AB-004-16,8615,,90000.0,30.0,3000.0,1999.0
76,AB-004-17,4122,,90000.0,30.0,3000.0,1999.0
77,AB-004-18,4122,,90000.0,30.0,3000.0,1999.0
78,AB-004-19,399,,90000.0,30.0,3000.0,1999.0
79,AB-004-20,8616,,90000.0,30.0,3000.0,1999.0
80,AB-004-21,7361,,90000.0,30.0,3000.0,1999.0
81,AB-004-22,9148,,90000.0,30.0,3000.0,1999.0
82,AB-004-23,403,,90000.0,30.0,3000.0,1999.0
83,AB-004-24,403,,90000.0,30.0,3000.0,1999.0
84,AB-004-25,8618,,90000.0,30.0,3000.0,1999.0
85,AB-004-26,8619,,90000.0,30.0,3000.0,1999.0
86,AB-004-27,8620,,90000.0,30.0,3000.0,1999.0
87,AB-004-28,9083,CHT,90000.0,30.0,3000.0,1999.0
88,AB-004-29,9084,,90000.0,30.0,3000.0,1999.0
89,AB-004-30,8621,,90000.0,30.0,3000.0,1999.0
90,AB-005-01,8615,OTH,90000.0,30.0,3000.0,2000.0
91,AB-005-02,1455,,90000.0,30.0,3000.0,2000.0
92,AB-005-03,1,,90000.0,30.0,3000.0,2000.0
93,AB-005-04,9398,,90000.0,30.0,3000.0,2000.0
94,AB-005-05,9453,CHT,90000.0,30.0,3000.0,2000.0
95,AB-005-06,9454,CHT,90000.0,30.0,3000.0,2000.0
96,AB-005-07,3051,,90000.0,30.0,3000.0,2000.0
97,AB-005-08,4838,,90000.0,30.0,3000.0,2000.0
98,AB-005-09,8531,,90000.0,30.0,3000.0,2000.0
99,AB-005-10,3813,,90000.0,30.0,3000.0,2000.0
100,AB-005-11,9399,,90000.0,30.0,3000.0,2000.0
101,AB-005-12,7369,,90000.0,30.0,3000.0,2000.0
102,AB-005-13,7371,,90000.0,30.0,3000.0,2000.0
103,AB-005-14,9400,,90000.0,30.0,3000.0,2000.0
104,AB-005-15,9401,,90000.0,30.0,3000.0,2000.0
105,AB-005-16,8385,,90000.0,30.0,3000.0,2000.0
106,AB-005-17,8385,,90000.0,30.0,3000.0,2000.0
107,AB-005-18,9402,,90000.0,30.0,3000.0,2000.0
108,AB-005-19,7364,,90000.0,30.0,3000.0,2000.0
109,AB-005-20,3643,,90000.0,30.0,3000.0,2000.0
110,AB-005-21,8386,,90000.0,30.0,3000.0,2000.0
111,AB-005-22,9403,,90000.0,30.0,3000.0,2000.0
112,AB-005-23,8527,,90000.0,30.0,3000.0,2000.0
113,AB-005-24,9404,,90000.0,30.0,3000.0,2000.0
114,AB-005-25,9405,,90000.0,30.0,3000.0,2000.0
115,AB-005-26,9406,CHT,90000.0,30.0,3000.0,2000.0
116,AB-005-27,8388,,90000.0,30.0,3000.0,2000.0
117,AB-005-28,9407,OTH,90000.0,30.0,3000.0,2000.0
118,AB-005-29,8391,,90000.0,30.0,3000.0,2000.0
119,AB-005-30,7363,,90000.0,30.0,3000.0,2000.0
120,AB-006-01,11638,,90000.0,30.0,3000.0,2000.0
121,AB-006-02,11639,OTH,90000.0,30.0,3000.0,2000.0
122,AB-006-03,11653,,90000.0,30.0,3000.0,2000.0
123,AB-006-04,11654,,90000.0,30.0,3000.0,2000.0
124,AB-006-05,12450,,90000.0,30.0,3000.0,2000.0
125,AB-006-06,8531,,90000.0,30.0,3000.0,2000.0
126,AB-006-07,11642,,90000.0,30.0,3000.0,2000.0
127,AB-006-08,11643,OTH,90000.0,30.0,3000.0,2000.0
128,AB-006-09,11644,,90000.0,30.0,3000.0,2000.0
129,AB-006-10,11644,OTH,90000.0,30.0,3000.0,2000.0
130,AB-006-11,11645,,90000.0,30.0,3000.0,2000.0
131,AB-006-12,11645,OTH,90000.0,30.0,3000.0,2000.0
132,AB-006-13,3813,,90000.0,30.0,3000.0,2000.0
133,AB-006-14,7364,,90000.0,30.0,3000.0,2000.0
134,AB-006-15,7365,,90000.0,30.0,3000.0,2000.0
135,AB-006-16,9148,,90000.0,30.0,3000.0,2000.0
136,AB-006-17,7362,,90000.0,30.0,3000.0,2000.0
137,AB-006-18,105,,90000.0,30.0,3000.0,2000.0
138,AB-006-19,8528,,90000.0,30.0,3000.0,2000.0
139,AB-006-20,8529,,90000.0,30.0,3000.0,2000.0
140,AB-006-21,5623,,90000.0,30.0,3000.0,2000.0
141,AB-006-22,8533,,90000.0,30.0,3000.0,2000.0
142,AB-006-23,8534,,90000.0,30.0,3000.0,2000.0
143,AB-006-24,5103,,90000.0,30.0,3000.0,2000.0
144,AB-006-25,3699,,90000.0,30.0,3000.0,2000.0
145,AB-006-26,8521,,90000.0,30.0,3000.0,2000.0
146,AB-006-27,11646,CHT,90000.0,30.0,3000.0,2000.0
147,AB-006-28,11647,,90000.0,30.0,3000.0,2000.0
148,AB-006-29,11648,,90000.0,30.0,3000.0,2000.0
149,AB-006-30,11649,,90000.0,30.0,3000.0,2000.0
150,AB-008-01,14098,CHT,90000.0,30.0,3000.0,2001.0
151,AB-008-02,5623,,90000.0,30.0,3000.0,2001.0
152,AB-008-03,8531,,90000.0,30.0,3000.0,2001.0
153,AB-008-04,13900,CHT,90000.0,30.0,3000.0,2001.0
154,AB-008-05,13901,CHT,90000.0,30.0,3000.0,2001.0
155,AB-008-06,7364,,90000.0,30.0,3000.0,2001.0
156,AB-008-07,160,,90000.0,30.0,3000.0,2001.0
157,AB-008-08,12450,,90000.0,30.0,3000.0,2001.0
158,AB-008-09,9405,,90000.0,30.0,3000.0,2001.0
159,AB-008-10,8529,,90000.0,30.0,3000.0,2001.0
160,AB-008-11,8386,,90000.0,30.0,3000.0,2001.0
161,AB-008-12,8526,CHT,90000.0,30.0,3000.0,2001.0
162,AB-008-13,1,,90000.0,30.0,3000.0,2001.0
163,AB-008-14,9400,,90000.0,30.0,3000.0,2001.0
164,AB-008-15,9400,,90000.0,30.0,3000.0,2001.0
165,AB-008-16,12273,,90000.0,30.0,3000.0,2001.0
166,AB-008-17,8382,,90000.0,30.0,3000.0,2001.0
167,AB-008-18,8382,,90000.0,30.0,3000.0,2001.0
168,AB-008-19,4082,,90000.0,30.0,3000.0,2001.0
169,AB-008-20,8385,,90000.0,30.0,3000.0,2001.0
170,AB-008-21,12579,,90000.0,30.0,3000.0,2001.0
171,AB-008-22,13903,,90000.0,30.0,3000.0,2001.0
172,AB-008-23,13745,,90000.0,30.0,3000.0,2001.0
173,AB-008-24,13905,LIC,90000.0,30.0,3000.0,2001.0
174,AB-008-25,400,,90000.0,30.0,3000.0,2001.0
175,AB-008-26,7363,,90000.0,30.0,3000.0,2001.0
176,AB-008-27,13906,,90000.0,30.0,3000.0,2001.0
177,AB-008-28,11639,,90000.0,30.0,3000.0,2001.0
178,AB-008-29,5103,,90000.0,30.0,3000.0,2001.0
179,AB-008-30,13033,,90000.0,30.0,3000.0,2001.0
180,AB-010-01,12450,,90000.0,30.0,3000.0,2005.0
181,AB-010-02,18036,,90000.0,30.0,3000.0,2005.0
182,AB-010-03,18567,,90000.0,30.0,3000.0,2005.0
183,AB-010-04,3699,,90000.0,30.0,3000.0,2005.0
184,AB-010-05,2885,CHT,90000.0,30.0,3000.0,2005.0
185,AB-010-06,2885,,90000.0,30.0,3000.0,2005.0
186,AB-010-07,5103,,90000.0,30.0,3000.0,2005.0
187,AB-010-08,13389,,90000.0,30.0,3000.0,2005.0
188,AB-010-09,15176,,90000.0,30.0,3000.0,2005.0
189,AB-010-10,18568,CHT,90000.0,30.0,3000.0,2005.0
190,AB-010-11,13970,CHT,90000.0,30.0,3000.0,2005.0
191,AB-010-12,7364,,90000.0,30.0,3000.0,2005.0
192,AB-010-13,7364,,90000.0,30.0,3000.0,2005.0
193,AB-010-14,105,,90000.0,30.0,3000.0,2005.0
194,AB-010-15,18569,,90000.0,30.0,3000.0,2005.0
195,AB-010-16,18569,,90000.0,30.0,3000.0,2005.0
196,AB-010-17,18571,,90000.0,30.0,3000.0,2005.0
197,AB-010-18,4164,,90000.0,30.0,3000.0,2005.0
198,AB-010-19,15709,CHT,90000.0,30.0,3000.0,2005.0
199,AB-010-20,15742,,90000.0,30.0,3000.0,2005.0
200,AB-010-21,15742,,90000.0,30.0,3000.0,2005.0
201,AB-010-22,18572,,90000.0,30.0,3000.0,2005.0
202,AB-010-23,18572,,90000.0,30.0,3000.0,2005.0
203,AB-010-24,18573,,90000.0,30.0,3000.0,2005.0
204,AB-010-25,18574,,90000.0,30.0,3000.0,2005.0
205,AB-010-26,18575,,90000.0,30.0,3000.0,2005.0
206,AB-010-27,18576,,90000.0,30.0,3000.0,2005.0
207,AB-010-28,18620,CHT,90000.0,30.0,3000.0,2005.0
208,AB-010-29,15708,CHT,90000.0,30.0,3000.0,2005.0
209,AB-010-30,18681,,90000.0,30.0,3000.0,2005.0
210,AB-011-01,14776,CHT,90000.0,30.0,3000.0,2006.0
211,AB-011-02,14775,CHT,90000.0,30.0,3000.0,2006.0
212,AB-011-03,2885,CHT,90000.0,30.0,3000.0,2006.0
213,AB-011-04,3699,,90000.0,30.0,3000.0,2006.0
214,AB-011-05,13970,LIC,90000.0,30.0,3000.0,2006.0
215,AB-011-06,3813,OTH,90000.0,30.0,3000.0,2006.0
216,AB-011-07,3815,,90000.0,30.0,3000.0,2006.0
217,AB-011-08,7371,CHT,90000.0,30.0,3000.0,2006.0
218,AB-011-08,7371,OTH,90000.0,30.0,3000.0,2006.0
219,AB-011-09,7371,,90000.0,30.0,3000.0,2006.0
220,AB-011-10,18681,OTH,90000.0,30.0,3000.0,2006.0
221,AB-011-11,17343,OTH,90000.0,30.0,3000.0,2006.0
222,AB-011-12,7364,CHT,90000.0,30.0,3000.0,2006.0
223,AB-011-13,7364,CHT,90000.0,30.0,3000.0,2006.0
224,AB-011-14,20205,OTH,90000.0,30.0,3000.0,2006.0
225,AB-011-15,18065,,90000.0,30.0,3000.0,2006.0
226,AB-011-16,19907,,90000.0,30.0,3000.0,2006.0
227,AB-011-17,4764,,90000.0,30.0,3000.0,2006.0
228,AB-011-18,20034,,90000.0,30.0,3000.0,2006.0
229,AB-011-19,8527,OTH,90000.0,30.0,3000.0,2006.0
230,AB-011-20,19021,,90000.0,30.0,3000.0,2006.0
231,AB-011-21,20035,CHT,90000.0,30.0,3000.0,2006.0
232,AB-011-22,20036,,90000.0,30.0,3000.0,2006.0
233,AB-011-23,20037,OTH,90000.0,30.0,3000.0,2006.0
234,AB-011-23,20037,LIC,90000.0,30.0,3000.0,2006.0
235,AB-011-24,20038,OTH,90000.0,30.0,3000.0,2006.0
236,AB-011-25,20039,CHT,90000.0,30.0,3000.0,2006.0
237,AB-011-26,18003,CHT,90000.0,30.0,3000.0,2006.0
238,AB-011-27,18576,OTH,90000.0,30.0,3000.0,2006.0
239,AB-011-28,19595,CHT,90000.0,30.0,3000.0,2006.0
240,AB-011-29,18572,CHT,90000.0,30.0,3000.0,2006.0
241,AB-011-30,18572,CHT,90000.0,30.0,3000.0,2006.0
242,AD-001-01,12450,,225000.0,30.0,7500.0,2005.0
243,AD-001-02,17997,,225000.0,30.0,7500.0,2005.0
244,AD-001-03,8386,,225000.0,30.0,7500.0,2005.0
245,AD-001-04,13434,CHT,225000.0,30.0,7500.0,2005.0
246,AD-001-05,4164,,225000.0,30.0,7500.0,2005.0
247,AD-001-06,4164,,225000.0,30.0,7500.0,2005.0
248,AD-001-07,7364,,225000.0,30.0,7500.0,2005.0
249,AD-001-08,15742,,225000.0,30.0,7500.0,2005.0
250,AD-001-09,15742,,225000.0,30.0,7500.0,2005.0
251,AD-001-10,8611,OTH,225000.0,30.0,7500.0,2005.0
252,AD-001-11,15741,,225000.0,30.0,7500.0,2005.0
253,AD-001-12,17985,,225000.0,30.0,7500.0,2005.0
254,AD-001-13,17986,,225000.0,30.0,7500.0,2005.0
255,AD-001-14,4063,LIC,225000.0,30.0,7500.0,2005.0
256,AD-001-15,398,,225000.0,30.0,7500.0,2005.0
257,AD-001-16,8388,,225000.0,30.0,7500.0,2005.0
258,AD-001-17,15708,LIC,225000.0,30.0,7500.0,2005.0
259,AD-001-17,15708,CER,225000.0,30.0,7500.0,2005.0
260,AD-001-18,17996,OTH,225000.0,30.0,7500.0,2005.0
261,AD-001-18,17996,LIC,225000.0,30.0,7500.0,2005.0
262,AD-001-19,18003,,225000.0,30.0,7500.0,2005.0
263,AD-001-20,13430,,225000.0,30.0,7500.0,2005.0
264,AD-001-21,7404,,225000.0,30.0,7500.0,2005.0
265,AD-001-22,17987,,225000.0,30.0,7500.0,2005.0
266,AD-001-23,17984,,225000.0,30.0,7500.0,2005.0
267,AD-001-24,18947,CHT,225000.0,30.0,7500.0,2005.0
268,AD-001-25,5834,,225000.0,30.0,7500.0,2005.0
269,AD-001-26,14349,CHT,225000.0,30.0,7500.0,2005.0
270,AD-001-27,18036,CHT,225000.0,30.0,7500.0,2005.0
271,AD-001-28,18037,,225000.0,30.0,7500.0,2005.0
272,AD-001-29,8434,,225000.0,30.0,7500.0,2005.0
273,AD-001-30,14775,CHT,225000.0,30.0,7500.0,2005.0
274,AD-002-01,12450,,225000.0,30.0,7500.0,2006.0
275,AD-002-02,7364,CHT,225000.0,30.0,7500.0,2006.0
276,AD-002-03,7364,,225000.0,30.0,7500.0,2006.0
277,AD-002-04,8611,,225000.0,30.0,7500.0,2006.0
278,AD-002-05,15741,,225000.0,30.0,7500.0,2006.0
279,AD-002-06,3813,,225000.0,30.0,7500.0,2006.0
280,AD-002-07,18571,,225000.0,30.0,7500.0,2006.0
281,AD-002-08,18571,,225000.0,30.0,7500.0,2006.0
282,AD-002-09,7368,,225000.0,30.0,7500.0,2006.0
283,AD-002-10,7368,OTH,225000.0,30.0,7500.0,2006.0
284,AD-002-11,15742,,225000.0,30.0,7500.0,2006.0
285,AD-002-12,15742,,225000.0,30.0,7500.0,2006.0
286,AD-002-13,8386,,225000.0,30.0,7500.0,2006.0
287,AD-002-14,3815,,225000.0,30.0,7500.0,2006.0
288,AD-002-15,7404,,225000.0,30.0,7500.0,2006.0
289,AD-002-16,8388,CHT,225000.0,30.0,7500.0,2006.0
290,AD-002-17,17984,,225000.0,30.0,7500.0,2006.0
291,AD-002-18,17984,,225000.0,30.0,7500.0,2006.0
292,AD-002-19,15560,,225000.0,30.0,7500.0,2006.0
293,AD-002-20,13434,,225000.0,30.0,7500.0,2006.0
294,AD-002-21,398,,225000.0,30.0,7500.0,2006.0
295,AD-002-22,5834,,225000.0,30.0,7500.0,2006.0
296,AD-002-23,13430,CHT,225000.0,30.0,7500.0,2006.0
297,AD-002-24,14775,CHT,225000.0,30.0,7500.0,2006.0
298,AD-002-25,18114,OTH,225000.0,30.0,7500.0,2006.0
299,AD-002-26,19264,LIC,225000.0,30.0,7500.0,2006.0
300,AD-002-27,15709,CHT,225000.0,30.0,7500.0,2006.0
301,AD-002-28,19296,CHT,225000.0,30.0,7500.0,2006.0
302,AD-002-29,14339,,225000.0,30.0,7500.0,2006.0
303,AD-002-30,19332,,225000.0,30.0,7500.0,2006.0
304,AD-003-01,12450,,225000.0,30.0,7500.0,2006.0
305,AD-003-02,7364,CHT,225000.0,30.0,7500.0,2006.0
306,AD-003-03,19591,CHT,225000.0,30.0,7500.0,2006.0
307,AD-003-04,19591,OTH,225000.0,30.0,7500.0,2006.0
308,AD-003-05,13970,,225000.0,30.0,7500.0,2006.0
309,AD-003-06,19592,OTH,225000.0,30.0,7500.0,2006.0
310,AD-003-07,7368,,225000.0,30.0,7500.0,2006.0
311,AD-003-08,7368,OTH,225000.0,30.0,7500.0,2006.0
312,AD-003-09,18681,OTH,225000.0,30.0,7500.0,2006.0
313,AD-003-10,8434,,225000.0,30.0,7500.0,2006.0
314,AD-003-11,15742,,225000.0,30.0,7500.0,2006.0
315,AD-003-12,15742,OTH,225000.0,30.0,7500.0,2006.0
316,AD-003-13,19603,CHT,225000.0,30.0,7500.0,2006.0
317,AD-003-13,19603,OTH,225000.0,30.0,7500.0,2006.0
318,AD-003-14,13434,,225000.0,30.0,7500.0,2006.0
319,AD-003-15,18575,CHT,225000.0,30.0,7500.0,2006.0
320,AD-003-16,8388,,225000.0,30.0,7500.0,2006.0
321,AD-003-17,17984,,225000.0,30.0,7500.0,2006.0
322,AD-003-18,15560,CHT,225000.0,30.0,7500.0,2006.0
323,AD-003-19,13430,CHT,225000.0,30.0,7500.0,2006.0
324,AD-003-20,14775,CHT,225000.0,30.0,7500.0,2006.0
325,AD-003-21,398,CHT,225000.0,30.0,7500.0,2006.0
326,AD-003-22,19593,,225000.0,30.0,7500.0,2006.0
327,AD-003-23,19593,,225000.0,30.0,7500.0,2006.0
328,AD-003-24,19593,CHT,225000.0,30.0,7500.0,2006.0
329,AD-003-25,19593,CHT,225000.0,30.0,7500.0,2006.0
330,AD-003-26,15708,,225000.0,30.0,7500.0,2006.0
331,AD-003-27,17997,,225000.0,30.0,7500.0,2006.0
332,AD-003-28,19595,,225000.0,30.0,7500.0,2006.0
333,AD-003-29,19604,CHT,225000.0,30.0,7500.0,2006.0
334,AD-003-30,19605,OTH,225000.0,30.0,7500.0,2006.0
335,AD-004-01,20379,,225000.0,30.0,7500.0,2007.0
336,AD-004-02,7364,,225000.0,30.0,7500.0,2007.0
337,AD-004-03,7364,,225000.0,30.0,7500.0,2007.0
338,AD-004-04,15741,,225000.0,30.0,7500.0,2007.0
339,AD-004-05,8611,,225000.0,30.0,7500.0,2007.0
340,AD-004-06,3813,OTH,225000.0,30.0,7500.0,2007.0
341,AD-004-07,17985,OTH,225000.0,30.0,7500.0,2007.0
342,AD-004-08,17985,LIC,225000.0,30.0,7500.0,2007.0
343,AD-004-09,2885,LIC,225000.0,30.0,7500.0,2007.0
344,AD-004-09,2885,OTH,225000.0,30.0,7500.0,2007.0
345,AD-004-10,18003,,225000.0,30.0,7500.0,2007.0
346,AD-004-11,15742,,225000.0,30.0,7500.0,2007.0
347,AD-004-12,15742,,225000.0,30.0,7500.0,2007.0
348,AD-004-13,8386,,225000.0,30.0,7500.0,2007.0
349,AD-004-14,20404,,225000.0,30.0,7500.0,2007.0
350,AD-004-15,13430,,225000.0,30.0,7500.0,2007.0
351,AD-004-16,8388,CHT,225000.0,30.0,7500.0,2007.0
352,AD-004-17,17984,,225000.0,30.0,7500.0,2007.0
353,AD-004-18,17984,,225000.0,30.0,7500.0,2007.0
354,AD-004-19,8527,,225000.0,30.0,7500.0,2007.0
355,AD-004-20,14776,,225000.0,30.0,7500.0,2007.0
356,AD-004-21,18571,,225000.0,30.0,7500.0,2007.0
357,AD-004-22,18571,,225000.0,30.0,7500.0,2007.0
358,AD-004-23,7368,,225000.0,30.0,7500.0,2007.0
359,AD-004-24,7368,LIC,225000.0,30.0,7500.0,2007.0
360,AD-004-25,7368,,225000.0,30.0,7500.0,2007.0
361,AD-004-26,20405,OTH,225000.0,30.0,7500.0,2007.0
362,AD-004-27,20405,,225000.0,30.0,7500.0,2007.0
363,AD-004-28,3815,OTH,225000.0,30.0,7500.0,2007.0
364,AD-004-29,19603,OTH,225000.0,30.0,7500.0,2007.0
365,AD-004-30,20406,OTH,225000.0,30.0,7500.0,2007.0
366,G-001-01,4757,,60000.0,40.0,1500.0,1998.0
367,G-001-02,58,,60000.0,40.0,1500.0,1998.0
368,G-001-03,7271,,60000.0,40.0,1500.0,1998.0
369,G-001-04,188,CHT,60000.0,40.0,1500.0,1998.0
370,G-001-05,188,,60000.0,40.0,1500.0,1998.0
371,G-001-06,7272,,60000.0,40.0,1500.0,1998.0
372,G-001-07,7273,,60000.0,40.0,1500.0,1998.0
373,G-001-08,7274,CHT,60000.0,40.0,1500.0,1998.0
374,G-001-09,3063,,60000.0,40.0,1500.0,1998.0
375,G-001-10,3646,,60000.0,40.0,1500.0,1998.0
376,G-001-11,7275,,60000.0,40.0,1500.0,1998.0
377,G-001-12,7276,,60000.0,40.0,1500.0,1998.0
378,G-001-13,7277,,60000.0,40.0,1500.0,1998.0
379,G-001-14,2787,,60000.0,40.0,1500.0,1998.0
380,G-001-15,7259,,60000.0,40.0,1500.0,1998.0
381,G-001-16,7278,CHT,60000.0,40.0,1500.0,1998.0
382,G-001-17,8256,CHT,60000.0,40.0,1500.0,1998.0
383,G-001-18,6335,,60000.0,40.0,1500.0,1998.0
384,G-001-19,7244,,60000.0,40.0,1500.0,1998.0
385,G-001-20,7281,,60000.0,40.0,1500.0,1998.0
386,G-001-21,7282,,60000.0,40.0,1500.0,1998.0
387,G-001-22,3052,CHT,60000.0,40.0,1500.0,1998.0
388,G-001-23,7283,,60000.0,40.0,1500.0,1998.0
389,G-001-24,7284,,60000.0,40.0,1500.0,1998.0
390,G-001-25,5532,,60000.0,40.0,1500.0,1998.0
391,G-001-26,2808,CHT,60000.0,40.0,1500.0,1998.0
392,G-001-27,1702,CHT,60000.0,40.0,1500.0,1998.0
393,G-001-28,280,CHT,60000.0,40.0,1500.0,1998.0
394,G-001-29,7285,,60000.0,40.0,1500.0,1998.0
395,G-001-30,7291,,60000.0,40.0,1500.0,1998.0
396,G-001-31,7292,,60000.0,40.0,1500.0,1998.0
397,G-001-32,7293,,60000.0,40.0,1500.0,1998.0
398,G-001-33,2431,CHT,60000.0,40.0,1500.0,1998.0
399,G-001-34,1657,,60000.0,40.0,1500.0,1998.0
400,G-001-35,7286,,60000.0,40.0,1500.0,1998.0
401,G-001-36,7287,,60000.0,40.0,1500.0,1998.0
402,G-001-37,7288,,60000.0,40.0,1500.0,1998.0
403,G-001-38,7289,,60000.0,40.0,1500.0,1998.0
404,G-001-39,1780,CHT,60000.0,40.0,1500.0,1998.0
405,G-001-40,1,,60000.0,40.0,1500.0,1998.0
406,G-002-01,6203,,60000.0,40.0,1500.0,1998.0
407,G-002-02,6203,,60000.0,40.0,1500.0,1998.0
408,G-002-03,7666,,60000.0,40.0,1500.0,1998.0
409,G-002-04,7667,,60000.0,40.0,1500.0,1998.0
410,G-002-05,7668,,60000.0,40.0,1500.0,1998.0
411,G-002-06,7669,,60000.0,40.0,1500.0,1998.0
412,G-002-07,7670,,60000.0,40.0,1500.0,1998.0
413,G-002-08,7671,,60000.0,40.0,1500.0,1998.0
414,G-002-09,7672,,60000.0,40.0,1500.0,1998.0
415,G-002-10,5060,,60000.0,40.0,1500.0,1998.0
416,G-002-11,5027,,60000.0,40.0,1500.0,1998.0
417,G-002-12,7673,,60000.0,40.0,1500.0,1998.0
418,G-002-13,2170,,60000.0,40.0,1500.0,1998.0
419,G-002-14,3308,,60000.0,40.0,1500.0,1998.0
420,G-002-15,3387,,60000.0,40.0,1500.0,1998.0
421,G-002-16,4259,,60000.0,40.0,1500.0,1998.0
422,G-002-17,1,,60000.0,40.0,1500.0,1998.0
423,G-002-18,1875,,60000.0,40.0,1500.0,1998.0
424,G-002-19,5682,,60000.0,40.0,1500.0,1998.0
425,G-002-20,1886,,60000.0,40.0,1500.0,1998.0
426,G-002-21,3621,,60000.0,40.0,1500.0,1998.0
427,G-002-22,7674,,60000.0,40.0,1500.0,1998.0
428,G-002-23,2462,,60000.0,40.0,1500.0,1998.0
