,chit_id,p_recno,collateral,chit_value,duration,monthly_contribution,year
4454,U-056-14,9127,CHT,30000.0,30.0,1000.0,1999.0
4455,U-056-15,9128,CHT,30000.0,30.0,1000.0,1999.0
4456,U-056-16,545,,30000.0,30.0,1000.0,1999.0
4457,U-056-17,4201,,30000.0,30.0,1000.0,1999.0
4458,U-056-18,3065,CHT,30000.0,30.0,1000.0,1999.0
4459,U-056-19,5700,,30000.0,30.0,1000.0,1999.0
4460,U-056-20,5621,,30000.0,30.0,1000.0,1999.0
4461,U-056-21,9133,,30000.0,30.0,1000.0,1999.0
4462,U-056-22,9131,,30000.0,30.0,1000.0,1999.0
4463,U-056-23,1262,,30000.0,30.0,1000.0,1999.0
4464,U-056-24,432,,30000.0,30.0,1000.0,1999.0
4465,U-056-25,9132,,30000.0,30.0,1000.0,1999.0
4466,U-056-26,1059,,30000.0,30.0,1000.0,1999.0
4467,U-056-27,2397,,30000.0,30.0,1000.0,1999.0
4468,U-056-28,522,,30000.0,30.0,1000.0,1999.0
4469,U-056-29,522,,30000.0,30.0,1000.0,1999.0
4470,U-056-30,1,,30000.0,30.0,1000.0,1999.0
4471,U-057-01,9172,,30000.0,30.0,1000.0,1999.0
4472,U-057-02,9222,,30000.0,30.0,1000.0,1999.0
4473,U-057-03,870,,30000.0,30.0,1000.0,1999.0
4474,U-057-04,4375,,30000.0,30.0,1000.0,1999.0
4475,U-057-05,9174,,30000.0,30.0,1000.0,1999.0
4476,U-057-06,4018,,30000.0,30.0,1000.0,1999.0
4477,U-057-07,7074,,30000.0,30.0,1000.0,1999.0
4478,U-057-08,9175,,30000.0,30.0,1000.0,1999.0
4479,U-057-09,28,,30000.0,30.0,1000.0,1999.0
4480,U-057-10,9176,,30000.0,30.0,1000.0,1999.0
4481,U-057-11,9177,,30000.0,30.0,1000.0,1999.0
4482,U-057-12,9178,,30000.0,30.0,1000.0,1999.0
4483,U-057-13,9179,,30000.0,30.0,1000.0,1999.0
4484,U-057-14,555,,30000.0,30.0,1000.0,1999.0
4485,U-057-15,8313,,30000.0,30.0,1000.0,1999.0
4486,U-057-16,9180,,30000.0,30.0,1000.0,1999.0
4487,U-057-17,1059,,30000.0,30.0,1000.0,1999.0
4488,U-057-18,2263,,30000.0,30.0,1000.0,1999.0
4489,U-057-19,2263,,30000.0,30.0,1000.0,1999.0
4490,U-057-20,9181,,30000.0,30.0,1000.0,1999.0
4491,U-057-21,9183,,30000.0,30.0,1000.0,1999.0
4492,U-057-22,7762,,30000.0,30.0,1000.0,1999.0
4493,U-057-23,7226,,30000.0,30.0,1000.0,1999.0
4494,U-057-24,3158,,30000.0,30.0,1000.0,1999.0
4495,U-057-25,3158,,30000.0,30.0,1000.0,1999.0
4496,U-057-26,4212,,30000.0,30.0,1000.0,1999.0
4497,U-057-27,5084,,30000.0,30.0,1000.0,1999.0
4498,U-057-28,5084,,30000.0,30.0,1000.0,1999.0
4499,U-057-29,9184,,30000.0,30.0,1000.0,1999.0
4500,U-057-30,1,,30000.0,30.0,1000.0,1999.0
4501,U-058-01,2708,,30000.0,30.0,1000.0,2000.0
4502,U-058-02,9247,,30000.0,30.0,1000.0,2000.0
4503,U-058-03,6916,,30000.0,30.0,1000.0,2000.0
4504,U-058-04,8603,,30000.0,30.0,1000.0,2000.0
4505,U-058-05,821,,30000.0,30.0,1000.0,2000.0
4506,U-058-06,8373,CHT,30000.0,30.0,1000.0,2000.0
4507,U-058-07,9245,,30000.0,30.0,1000.0,2000.0
4508,U-058-08,9246,,30000.0,30.0,1000.0,2000.0
4509,U-058-09,570,,30000.0,30.0,1000.0,2000.0
4510,U-058-10,5081,,30000.0,30.0,1000.0,2000.0
4511,U-058-11,9248,,30000.0,30.0,1000.0,2000.0
4512,U-058-12,9249,,30000.0,30.0,1000.0,2000.0
4513,U-058-13,9250,,30000.0,30.0,1000.0,2000.0
4514,U-058-14,3666,,30000.0,30.0,1000.0,2000.0
4515,U-058-15,1260,,30000.0,30.0,1000.0,2000.0
4516,U-058-16,3703,,30000.0,30.0,1000.0,2000.0
4517,U-058-17,9252,,30000.0,30.0,1000.0,2000.0
4518,U-058-18,3400,,30000.0,30.0,1000.0,2000.0
4519,U-058-19,4376,,30000.0,30.0,1000.0,2000.0
4520,U-058-20,1203,,30000.0,30.0,1000.0,2000.0
4521,U-058-21,9285,,30000.0,30.0,1000.0,2000.0
4522,U-058-22,8109,CHT,30000.0,30.0,1000.0,2000.0
4523,U-058-23,9283,,30000.0,30.0,1000.0,2000.0
4524,U-058-24,2397,,30000.0,30.0,1000.0,2000.0
4525,U-058-25,7426,,30000.0,30.0,1000.0,2000.0
4526,U-058-26,9255,,30000.0,30.0,1000.0,2000.0
4527,U-058-27,9256,,30000.0,30.0,1000.0,2000.0
4528,U-058-28,4380,CHT,30000.0,30.0,1000.0,2000.0
4529,U-058-29,3786,,30000.0,30.0,1000.0,2000.0
4530,U-058-30,1,,30000.0,30.0,1000.0,2000.0
4531,U-060-01,884,,30000.0,30.0,1000.0,2000.0
4532,U-060-02,7678,,30000.0,30.0,1000.0,2000.0
4533,U-060-03,1553,CHT,30000.0,30.0,1000.0,2000.0
4534,U-060-04,5621,,30000.0,30.0,1000.0,2000.0
4535,U-060-05,2590,CHT,30000.0,30.0,1000.0,2000.0
4536,U-060-06,2590,,30000.0,30.0,1000.0,2000.0
4537,U-060-07,4344,,30000.0,30.0,1000.0,2000.0
4538,U-060-08,7673,,30000.0,30.0,1000.0,2000.0
4539,U-060-09,9439,,30000.0,30.0,1000.0,2000.0
4540,U-060-10,4901,,30000.0,30.0,1000.0,2000.0
4541,U-060-11,9440,,30000.0,30.0,1000.0,2000.0
4542,U-060-12,1735,,30000.0,30.0,1000.0,2000.0
4543,U-060-13,9441,,30000.0,30.0,1000.0,2000.0
4544,U-060-14,9441,,30000.0,30.0,1000.0,2000.0
4545,U-060-15,5615,,30000.0,30.0,1000.0,2000.0
4546,U-060-16,6631,,30000.0,30.0,1000.0,2000.0
4547,U-060-17,6631,,30000.0,30.0,1000.0,2000.0
4548,U-060-18,9442,,30000.0,30.0,1000.0,2000.0
4549,U-060-19,9443,,30000.0,30.0,1000.0,2000.0
4550,U-060-20,9444,,30000.0,30.0,1000.0,2000.0
4551,U-060-21,506,,30000.0,30.0,1000.0,2000.0
4552,U-060-22,9445,,30000.0,30.0,1000.0,2000.0
4553,U-060-23,9446,,30000.0,30.0,1000.0,2000.0
4554,U-060-24,13650,,30000.0,30.0,1000.0,2000.0
4555,U-060-25,160,CHT,30000.0,30.0,1000.0,2000.0
4556,U-060-26,7017,,30000.0,30.0,1000.0,2000.0
4557,U-060-27,1342,,30000.0,30.0,1000.0,2000.0
4558,U-060-28,4437,CHT,30000.0,30.0,1000.0,2000.0
4559,U-060-29,1122,,30000.0,30.0,1000.0,2000.0
4560,U-060-30,1,,30000.0,30.0,1000.0,2000.0
4561,U-061-01,1467,CER,30000.0,30.0,1000.0,2000.0
4562,U-061-02,11145,CHT,30000.0,30.0,1000.0,2000.0
4563,U-061-03,11147,,30000.0,30.0,1000.0,2000.0
4564,U-061-04,7482,CHT,30000.0,30.0,1000.0,2000.0
4565,U-061-05,11149,,30000.0,30.0,1000.0,2000.0
4566,U-061-06,1,,30000.0,30.0,1000.0,2000.0
4567,U-061-07,11152,,30000.0,30.0,1000.0,2000.0
4568,U-061-08,11154,,30000.0,30.0,1000.0,2000.0
4569,U-061-09,7250,CHT,30000.0,30.0,1000.0,2000.0
4570,U-061-09,7250,OTH,30000.0,30.0,1000.0,2000.0
4571,U-061-10,7249,CHT,30000.0,30.0,1000.0,2000.0
4572,U-061-11,11156,CHT,30000.0,30.0,1000.0,2000.0
4573,U-061-11,11156,CER,30000.0,30.0,1000.0,2000.0
4574,U-061-11,11156,OTH,30000.0,30.0,1000.0,2000.0
4575,U-061-12,11158,CHT,30000.0,30.0,1000.0,2000.0
4576,U-061-13,12625,,30000.0,30.0,1000.0,2000.0
4577,U-061-14,11162,,30000.0,30.0,1000.0,2000.0
4578,U-061-15,3374,,30000.0,30.0,1000.0,2000.0
4579,U-061-16,3374,,30000.0,30.0,1000.0,2000.0
4580,U-061-17,490,,30000.0,30.0,1000.0,2000.0
4581,U-061-18,9092,,30000.0,30.0,1000.0,2000.0
4582,U-061-19,11165,,30000.0,30.0,1000.0,2000.0
4583,U-061-20,11167,,30000.0,30.0,1000.0,2000.0
4584,U-061-21,1582,,30000.0,30.0,1000.0,2000.0
4585,U-061-22,1939,,30000.0,30.0,1000.0,2000.0
4586,U-061-23,11171,,30000.0,30.0,1000.0,2000.0
4587,U-061-24,11172,,30000.0,30.0,1000.0,2000.0
4588,U-061-25,1059,,30000.0,30.0,1000.0,2000.0
4589,U-061-26,11174,,30000.0,30.0,1000.0,2000.0
4590,U-061-27,3882,CHT,30000.0,30.0,1000.0,2000.0
4591,U-061-27,3882,CER,30000.0,30.0,1000.0,2000.0
4592,U-061-28,4401,,30000.0,30.0,1000.0,2000.0
4593,U-061-29,4266,CHT,30000.0,30.0,1000.0,2000.0
4594,U-061-30,1,,30000.0,30.0,1000.0,2000.0
4595,U-062-01,2708,,30000.0,30.0,1000.0,2000.0
4596,U-062-02,13419,,30000.0,30.0,1000.0,2000.0
4597,U-062-03,1656,CHT,30000.0,30.0,1000.0,2000.0
4598,U-062-04,4185,,30000.0,30.0,1000.0,2000.0
4599,U-062-05,2669,,30000.0,30.0,1000.0,2000.0
4600,U-062-06,4298,CHT,30000.0,30.0,1000.0,2000.0
4601,U-062-07,12030,,30000.0,30.0,1000.0,2000.0
4602,U-062-08,3786,,30000.0,30.0,1000.0,2000.0
4603,U-062-09,1759,CHT,30000.0,30.0,1000.0,2000.0
4604,U-062-10,1759,,30000.0,30.0,1000.0,2000.0
4605,U-062-11,12031,,30000.0,30.0,1000.0,2000.0
4606,U-062-12,1100,,30000.0,30.0,1000.0,2000.0
4607,U-062-13,4554,,30000.0,30.0,1000.0,2000.0
4608,U-062-14,12032,,30000.0,30.0,1000.0,2000.0
4609,U-062-15,12033,,30000.0,30.0,1000.0,2000.0
4610,U-062-16,12034,,30000.0,30.0,1000.0,2000.0
4611,U-062-17,12035,,30000.0,30.0,1000.0,2000.0
4612,U-062-18,12438,CHT,30000.0,30.0,1000.0,2000.0
4613,U-062-19,4697,,30000.0,30.0,1000.0,2000.0
4614,U-062-20,176,,30000.0,30.0,1000.0,2000.0
4615,U-062-21,12205,CHT,30000.0,30.0,1000.0,2000.0
4616,U-062-22,3606,,30000.0,30.0,1000.0,2000.0
4617,U-062-23,4201,,30000.0,30.0,1000.0,2000.0
4618,U-062-24,12036,,30000.0,30.0,1000.0,2000.0
4619,U-062-25,3157,,30000.0,30.0,1000.0,2000.0
4620,U-062-26,12037,,30000.0,30.0,1000.0,2000.0
4621,U-062-27,3604,,30000.0,30.0,1000.0,2000.0
4622,U-062-28,12039,,30000.0,30.0,1000.0,2000.0
4623,U-062-29,12039,,30000.0,30.0,1000.0,2000.0
4624,U-062-30,1,,30000.0,30.0,1000.0,2000.0
4625,U-063-01,1467,CHT,30000.0,30.0,1000.0,2000.0
4626,U-063-02,12480,,30000.0,30.0,1000.0,2000.0
4627,U-063-03,12481,,30000.0,30.0,1000.0,2000.0
4628,U-063-04,12482,,30000.0,30.0,1000.0,2000.0
4629,U-063-05,12483,CHT,30000.0,30.0,1000.0,2000.0
4630,U-063-06,8475,CHT,30000.0,30.0,1000.0,2000.0
4631,U-063-07,2790,,30000.0,30.0,1000.0,2000.0
4632,U-063-08,8372,,30000.0,30.0,1000.0,2000.0
4633,U-063-09,3596,,30000.0,30.0,1000.0,2000.0
4634,U-063-10,4814,CHT,30000.0,30.0,1000.0,2000.0
4635,U-063-11,12484,,30000.0,30.0,1000.0,2000.0
4636,U-063-12,12485,CHT,30000.0,30.0,1000.0,2000.0
4637,U-063-13,2678,CER,30000.0,30.0,1000.0,2000.0
4638,U-063-14,7331,LIC,30000.0,30.0,1000.0,2000.0
4639,U-063-14,7331,CER,30000.0,30.0,1000.0,2000.0
4640,U-063-15,8905,,30000.0,30.0,1000.0,2000.0
4641,U-063-16,198,,30000.0,30.0,1000.0,2000.0
4642,U-063-17,12486,,30000.0,30.0,1000.0,2000.0
4643,U-063-18,4851,,30000.0,30.0,1000.0,2000.0
4644,U-063-19,1380,,30000.0,30.0,1000.0,2000.0
4645,U-063-20,4350,LIC,30000.0,30.0,1000.0,2000.0
4646,U-063-21,12487,,30000.0,30.0,1000.0,2000.0
4647,U-063-22,12488,,30000.0,30.0,1000.0,2000.0
4648,U-063-23,242,,30000.0,30.0,1000.0,2000.0
4649,U-063-24,242,,30000.0,30.0,1000.0,2000.0
4650,U-063-25,242,,30000.0,30.0,1000.0,2000.0
4651,U-063-26,12489,,30000.0,30.0,1000.0,2000.0
4652,U-063-27,12490,,30000.0,30.0,1000.0,2000.0
4653,U-063-28,4380,,30000.0,30.0,1000.0,2000.0
4654,U-063-29,1691,CHT,30000.0,30.0,1000.0,2000.0
4655,U-063-30,1,,30000.0,30.0,1000.0,2000.0
4656,U-064-01,12653,CHT,30000.0,30.0,1000.0,2001.0
4657,U-064-02,12653,,30000.0,30.0,1000.0,2001.0
4658,U-064-03,8373,,30000.0,30.0,1000.0,2001.0
4659,U-064-04,12654,,30000.0,30.0,1000.0,2001.0
4660,U-064-05,12655,,30000.0,30.0,1000.0,2001.0
4661,U-064-06,28,,30000.0,30.0,1000.0,2001.0
4662,U-064-07,13144,,30000.0,30.0,1000.0,2001.0
4663,U-064-08,10438,,30000.0,30.0,1000.0,2001.0
4664,U-064-09,5093,,30000.0,30.0,1000.0,2001.0
4665,U-064-10,12657,,30000.0,30.0,1000.0,2001.0
4666,U-064-11,1442,CHT,30000.0,30.0,1000.0,2001.0
4667,U-064-12,2965,,30000.0,30.0,1000.0,2001.0
4668,U-064-13,4896,LIC,30000.0,30.0,1000.0,2001.0
4669,U-064-14,12659,,30000.0,30.0,1000.0,2001.0
4670,U-064-15,12660,,30000.0,30.0,1000.0,2001.0
4671,U-064-16,960,,30000.0,30.0,1000.0,2001.0
4672,U-064-17,50,,30000.0,30.0,1000.0,2001.0
4673,U-064-18,50,,30000.0,30.0,1000.0,2001.0
4674,U-064-19,7636,,30000.0,30.0,1000.0,2001.0
4675,U-064-20,7637,,30000.0,30.0,1000.0,2001.0
4676,U-064-21,7637,,30000.0,30.0,1000.0,2001.0
4677,U-064-22,8563,,30000.0,30.0,1000.0,2001.0
4678,U-064-23,8563,,30000.0,30.0,1000.0,2001.0
4679,U-064-24,4200,,30000.0,30.0,1000.0,2001.0
4680,U-064-25,1493,LIC,30000.0,30.0,1000.0,2001.0
4681,U-064-26,12661,,30000.0,30.0,1000.0,2001.0
4682,U-064-27,5040,,30000.0,30.0,1000.0,2001.0
4683,U-064-28,4514,,30000.0,30.0,1000.0,2001.0
4684,U-064-29,1432,,30000.0,30.0,1000.0,2001.0
4685,U-064-30,1,,30000.0,30.0,1000.0,2001.0
4686,U-065-01,2708,CHT,30000.0,30.0,1000.0,2001.0
4687,U-065-02,8372,CHT,30000.0,30.0,1000.0,2001.0
4688,U-065-03,1467,CHT,30000.0,30.0,1000.0,2001.0
4689,U-065-04,28,,30000.0,30.0,1000.0,2001.0
4690,U-065-05,1453,CHT,30000.0,30.0,1000.0,2001.0
4691,U-065-06,1454,,30000.0,30.0,1000.0,2001.0
4692,U-065-07,13352,,30000.0,30.0,1000.0,2001.0
4693,U-065-08,13354,,30000.0,30.0,1000.0,2001.0
4694,U-065-09,3549,,30000.0,30.0,1000.0,2001.0
4695,U-065-10,13356,,30000.0,30.0,1000.0,2001.0
4696,U-065-11,13357,,30000.0,30.0,1000.0,2001.0
4697,U-065-12,4422,,30000.0,30.0,1000.0,2001.0
4698,U-065-13,13360,,30000.0,30.0,1000.0,2001.0
4699,U-065-14,13361,CER,30000.0,30.0,1000.0,2001.0
4700,U-065-15,2815,,30000.0,30.0,1000.0,2001.0
4701,U-065-16,13364,,30000.0,30.0,1000.0,2001.0
4702,U-065-17,13365,,30000.0,30.0,1000.0,2001.0
4703,U-065-18,8158,,30000.0,30.0,1000.0,2001.0
4704,U-065-19,13366,,30000.0,30.0,1000.0,2001.0
4705,U-065-20,9382,,30000.0,30.0,1000.0,2001.0
4706,U-065-21,13369,,30000.0,30.0,1000.0,2001.0
4707,U-065-22,13369,CER,30000.0,30.0,1000.0,2001.0
4708,U-065-23,13370,LIC,30000.0,30.0,1000.0,2001.0
4709,U-065-24,13371,,30000.0,30.0,1000.0,2001.0
4710,U-065-25,13372,,30000.0,30.0,1000.0,2001.0
4711,U-065-26,13373,,30000.0,30.0,1000.0,2001.0
4712,U-065-27,882,,30000.0,30.0,1000.0,2001.0
4713,U-065-28,13375,,30000.0,30.0,1000.0,2001.0
4714,U-065-29,500,,30000.0,30.0,1000.0,2001.0
4715,U-065-30,1,,30000.0,30.0,1000.0,2001.0
4716,U-066-01,8367,,30000.0,30.0,1000.0,2001.0
4717,U-066-02,13605,,30000.0,30.0,1000.0,2001.0
4718,U-066-03,13606,,30000.0,30.0,1000.0,2001.0
4719,U-066-04,13607,,30000.0,30.0,1000.0,2001.0
4720,U-066-05,13608,,30000.0,30.0,1000.0,2001.0
4721,U-066-06,13609,,30000.0,30.0,1000.0,2001.0
4722,U-066-07,14389,,30000.0,30.0,1000.0,2001.0
4723,U-066-08,2608,,30000.0,30.0,1000.0,2001.0
4724,U-066-09,13611,,30000.0,30.0,1000.0,2001.0
4725,U-066-10,13612,CHT,30000.0,30.0,1000.0,2001.0
4726,U-066-11,7253,,30000.0,30.0,1000.0,2001.0
4727,U-066-12,13613,,30000.0,30.0,1000.0,2001.0
4728,U-066-13,13614,,30000.0,30.0,1000.0,2001.0
4729,U-066-14,13615,,30000.0,30.0,1000.0,2001.0
4730,U-066-15,13615,,30000.0,30.0,1000.0,2001.0
4731,U-066-16,13616,,30000.0,30.0,1000.0,2001.0
4732,U-066-17,13616,,30000.0,30.0,1000.0,2001.0
4733,U-066-18,13617,,30000.0,30.0,1000.0,2001.0
4734,U-066-19,13799,,30000.0,30.0,1000.0,2001.0
4735,U-066-20,13618,,30000.0,30.0,1000.0,2001.0
4736,U-066-21,4201,CHT,30000.0,30.0,1000.0,2001.0
4737,U-066-22,2568,,30000.0,30.0,1000.0,2001.0
4738,U-066-23,13619,,30000.0,30.0,1000.0,2001.0
4739,U-066-24,13620,,30000.0,30.0,1000.0,2001.0
4740,U-066-25,13620,,30000.0,30.0,1000.0,2001.0
4741,U-066-26,13621,,30000.0,30.0,1000.0,2001.0
4742,U-066-27,13622,,30000.0,30.0,1000.0,2001.0
4743,U-066-28,9117,,30000.0,30.0,1000.0,2001.0
4744,U-066-29,13623,,30000.0,30.0,1000.0,2001.0
4745,U-066-30,1,,30000.0,30.0,1000.0,2001.0
4746,U-067-01,2708,CHT,30000.0,30.0,1000.0,2001.0
4747,U-067-02,9049,,30000.0,30.0,1000.0,2001.0
4748,U-067-03,3550,,30000.0,30.0,1000.0,2001.0
4749,U-067-04,9380,,30000.0,30.0,1000.0,2001.0
4750,U-067-05,13861,,30000.0,30.0,1000.0,2001.0
4751,U-067-06,13839,,30000.0,30.0,1000.0,2001.0
4752,U-067-07,2611,,30000.0,30.0,1000.0,2001.0
4753,U-067-08,13841,,30000.0,30.0,1000.0,2001.0
4754,U-067-09,13841,,30000.0,30.0,1000.0,2001.0
4755,U-067-10,160,CHT,30000.0,30.0,1000.0,2001.0
4756,U-067-11,28,CHT,30000.0,30.0,1000.0,2001.0
4757,U-067-12,13845,CHT,30000.0,30.0,1000.0,2001.0
4758,U-067-13,13846,,30000.0,30.0,1000.0,2001.0
4759,U-067-14,13847,,30000.0,30.0,1000.0,2001.0
4760,U-067-15,8542,,30000.0,30.0,1000.0,2001.0
4761,U-067-16,9338,CHT,30000.0,30.0,1000.0,2001.0
4762,U-067-17,13851,,30000.0,30.0,1000.0,2001.0
4763,U-067-18,13852,,30000.0,30.0,1000.0,2001.0
4764,U-067-19,13853,,30000.0,30.0,1000.0,2001.0
4765,U-067-20,13850,,30000.0,30.0,1000.0,2001.0
4766,U-067-21,3786,,30000.0,30.0,1000.0,2001.0
4767,U-067-22,1181,,30000.0,30.0,1000.0,2001.0
4768,U-067-23,13866,,30000.0,30.0,1000.0,2001.0
4769,U-067-24,1467,CHT,30000.0,30.0,1000.0,2001.0
4770,U-067-25,176,,30000.0,30.0,1000.0,2001.0
4771,U-067-26,8377,,30000.0,30.0,1000.0,2001.0
4772,U-067-27,13867,,30000.0,30.0,1000.0,2001.0
4773,U-067-28,13868,,30000.0,30.0,1000.0,2001.0
4774,U-067-29,222,,30000.0,30.0,1000.0,2001.0
4775,U-067-30,1,,30000.0,30.0,1000.0,2001.0
4776,U-068-01,8416,,30000.0,30.0,1000.0,2001.0
4777,U-068-02,3164,,30000.0,30.0,1000.0,2001.0
4778,U-068-03,14037,,30000.0,30.0,1000.0,2001.0
4779,U-068-04,14038,CHT,30000.0,30.0,1000.0,2001.0
4780,U-068-05,7420,,30000.0,30.0,1000.0,2001.0
4781,U-068-06,4530,CHT,30000.0,30.0,1000.0,2001.0
4782,U-068-07,8372,CHT,30000.0,30.0,1000.0,2001.0
4783,U-068-08,13617,,30000.0,30.0,1000.0,2001.0
4784,U-068-09,14046,CHT,30000.0,30.0,1000.0,2001.0
4785,U-068-10,8470,,30000.0,30.0,1000.0,2001.0
4786,U-068-11,870,,30000.0,30.0,1000.0,2001.0
4787,U-068-12,14099,CHT,30000.0,30.0,1000.0,2001.0
4788,U-068-13,567,CHT,30000.0,30.0,1000.0,2001.0
4789,U-068-14,14108,CHT,30000.0,30.0,1000.0,2001.0
4790,U-068-15,14050,CHT,30000.0,30.0,1000.0,2001.0
4791,U-068-16,14054,,30000.0,30.0,1000.0,2001.0
4792,U-068-17,14055,CHT,30000.0,30.0,1000.0,2001.0
4793,U-068-18,14056,,30000.0,30.0,1000.0,2001.0
4794,U-068-19,14057,,30000.0,30.0,1000.0,2001.0
4795,U-068-20,14058,,30000.0,30.0,1000.0,2001.0
4796,U-068-21,14059,,30000.0,30.0,1000.0,2001.0
4797,U-068-22,14060,,30000.0,30.0,1000.0,2001.0
4798,U-068-23,14045,,30000.0,30.0,1000.0,2001.0
4799,U-068-24,14061,,30000.0,30.0,1000.0,2001.0
4800,U-068-25,14062,,30000.0,30.0,1000.0,2001.0
4801,U-068-26,14063,,30000.0,30.0,1000.0,2001.0
4802,U-068-27,14064,,30000.0,30.0,1000.0,2001.0
4803,U-068-28,1432,,30000.0,30.0,1000.0,2001.0
4804,U-068-29,1205,,30000.0,30.0,1000.0,2001.0
4805,U-068-30,1,,30000.0,30.0,1000.0,2001.0
4806,U-069-01,9050,,30000.0,30.0,1000.0,2002.0
4807,U-069-02,1467,CHT,30000.0,30.0,1000.0,2002.0
4808,U-069-03,14342,,30000.0,30.0,1000.0,2002.0
4809,U-069-04,356,CHT,30000.0,30.0,1000.0,2002.0
4810,U-069-05,14343,LIC,30000.0,30.0,1000.0,2002.0
4811,U-069-06,9158,CHT,30000.0,30.0,1000.0,2002.0
4812,U-069-07,8576,LIC,30000.0,30.0,1000.0,2002.0
4813,U-069-08,4530,CHT,30000.0,30.0,1000.0,2002.0
4814,U-069-09,14345,,30000.0,30.0,1000.0,2002.0
4815,U-069-10,14346,CHT,30000.0,30.0,1000.0,2002.0
4816,U-069-11,494,,30000.0,30.0,1000.0,2002.0
4817,U-069-12,3767,,30000.0,30.0,1000.0,2002.0
4818,U-069-13,14347,,30000.0,30.0,1000.0,2002.0
4819,U-069-14,14348,,30000.0,30.0,1000.0,2002.0
4820,U-069-15,8668,,30000.0,30.0,1000.0,2002.0
4821,U-069-16,160,CHT,30000.0,30.0,1000.0,2002.0
4822,U-069-17,9289,,30000.0,30.0,1000.0,2002.0
4823,U-069-18,9289,,30000.0,30.0,1000.0,2002.0
4824,U-069-19,12491,,30000.0,30.0,1000.0,2002.0
4825,U-069-20,14507,,30000.0,30.0,1000.0,2002.0
4826,U-069-21,13373,,30000.0,30.0,1000.0,2002.0
4827,U-069-22,10328,,30000.0,30.0,1000.0,2002.0
4828,U-069-23,14462,,30000.0,30.0,1000.0,2002.0
4829,U-069-24,9374,,30000.0,30.0,1000.0,2002.0
4830,U-069-25,452,,30000.0,30.0,1000.0,2002.0
4831,U-069-26,13575,,30000.0,30.0,1000.0,2002.0
4832,U-069-27,287,,30000.0,30.0,1000.0,2002.0
4833,U-069-28,14353,,30000.0,30.0,1000.0,2002.0
4834,U-069-29,1553,,30000.0,30.0,1000.0,2002.0
4835,U-069-30,1,,30000.0,30.0,1000.0,2002.0
4836,U-070-01,2708,CHT,30000.0,30.0,1000.0,2002.0
4837,U-070-02,14565,,30000.0,30.0,1000.0,2002.0
4838,U-070-03,541,CHT,30000.0,30.0,1000.0,2002.0
4839,U-070-04,14566,,30000.0,30.0,1000.0,2002.0
4840,U-070-05,14567,,30000.0,30.0,1000.0,2002.0
4841,U-070-06,14998,CHT,30000.0,30.0,1000.0,2002.0
4842,U-070-07,4231,,30000.0,30.0,1000.0,2002.0
4843,U-070-08,14569,,30000.0,30.0,1000.0,2002.0
4844,U-070-09,14570,CHT,30000.0,30.0,1000.0,2002.0
4845,U-070-10,14571,CHT,30000.0,30.0,1000.0,2002.0
4846,U-070-11,3400,,30000.0,30.0,1000.0,2002.0
4847,U-070-12,8970,CER,30000.0,30.0,1000.0,2002.0
4848,U-070-13,6834,CHT,30000.0,30.0,1000.0,2002.0
4849,U-070-14,14572,,30000.0,30.0,1000.0,2002.0
4850,U-070-15,14573,,30000.0,30.0,1000.0,2002.0
4851,U-070-16,3596,CHT,30000.0,30.0,1000.0,2002.0
4852,U-070-17,8372,CHT,30000.0,30.0,1000.0,2002.0
4853,U-070-18,3988,,30000.0,30.0,1000.0,2002.0
4854,U-070-19,14581,,30000.0,30.0,1000.0,2002.0
4855,U-070-20,14574,,30000.0,30.0,1000.0,2002.0
4856,U-070-21,14064,,30000.0,30.0,1000.0,2002.0
4857,U-070-22,14062,CHT,30000.0,30.0,1000.0,2002.0
4858,U-070-23,14583,,30000.0,30.0,1000.0,2002.0
4859,U-070-24,14584,,30000.0,30.0,1000.0,2002.0
4860,U-070-25,4472,CHT,30000.0,30.0,1000.0,2002.0
4861,U-070-26,1017,,30000.0,30.0,1000.0,2002.0
4862,U-070-27,8119,,30000.0,30.0,1000.0,2002.0
4863,U-070-28,9180,,30000.0,30.0,1000.0,2002.0
4864,U-070-29,14585,,30000.0,30.0,1000.0,2002.0
4865,U-070-30,1,,30000.0,30.0,1000.0,2002.0
4866,U-071-01,2708,CHT,30000.0,30.0,1000.0,2002.0
4867,U-071-02,9247,,30000.0,30.0,1000.0,2002.0
4868,U-071-03,13845,CHT,30000.0,30.0,1000.0,2002.0
4869,U-071-04,15018,,30000.0,30.0,1000.0,2002.0
4870,U-071-05,3667,,30000.0,30.0,1000.0,2002.0
4871,U-071-06,15019,,30000.0,30.0,1000.0,2002.0
4872,U-071-07,13827,,30000.0,30.0,1000.0,2002.0
4873,U-071-08,1,,30000.0,30.0,1000.0,2002.0
4874,U-071-09,8158,,30000.0,30.0,1000.0,2002.0
4875,U-071-10,3425,,30000.0,30.0,1000.0,2002.0
4876,U-071-11,1342,,30000.0,30.0,1000.0,2002.0
4877,U-071-12,10141,,30000.0,30.0,1000.0,2002.0
4878,U-071-13,12106,,30000.0,30.0,1000.0,2002.0
4879,U-071-14,15035,,30000.0,30.0,1000.0,2002.0
4880,U-071-15,1,,30000.0,30.0,1000.0,2002.0
4881,U-071-16,15034,,30000.0,30.0,1000.0,2002.0
4882,U-071-17,14063,,30000.0,30.0,1000.0,2002.0
4883,U-071-18,14063,,30000.0,30.0,1000.0,2002.0
